rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,rank23,rank24,rank25,rank26,rank27,rank28,rank29,rank30,rank31,rank32,rank33,rank34,rank35,rank36,rank37,rank38,rank39,rank40,rank41,rank42,rank43,rank44,rank45,rank46,rank47,rank48,rank49,rank50,rank51,rank52,rank53,rank54,rank55,rank56,rank57,rank58,rank59,rank60,rank61,rank62,rank63,rank64,rank65,rank66,rank67,rank68,rank69,rank70,rank71,rank72,rank73,rank74,rank75,rank76,Num Cands,Num Seats
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,2,76,76,76,76,76,76,1,76,76,76,76,76,76,76,76,76,76,76,,
Skipped,11,Skipped,Skipped,Skipped,6,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,3,Skipped,6,7,Skipped,10,8,9,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,4,Skipped,Skipped,Skipped,Skipped,9,Skipped,Skipped,5,Skipped,Skipped,7,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,6,10,Skipped,Skipped,3,Skipped,Skipped,2,Skipped,3,Skipped,Skipped,4,Skipped,1,Skipped,11,Skipped,Skipped,Skipped,Skipped,10,Skipped,5,Skipped,Skipped,,
56,27,32,75,70,17,38,34,74,49,41,45,20,48,8,66,46,40,9,63,13,19,62,21,16,22,59,67,36,26,51,11,7,61,58,55,28,24,76,69,4,33,57,53,29,30,71,42,72,37,11,23,68,50,3,25,44,2,73,5,43,12,6,35,1,64,47,60,39,18,31,65,52,14,54,15,,
50,48,24,74,64,13,75,58,73,44,39,54,7,25,12,56,36,38,3,72,9,15,66,16,61,34,53,43,57,59,55,18,8,35,40,62,31,30,76,49,5,42,37,23,60,21,70,51,71,19,11,22,47,68,4,46,32,2,63,10,69,33,6,67,1,28,29,65,27,17,52,41,26,20,45,14,,
30,34,22,62,54,14,55,54,74,62,38,31,16,28,10,73,35,43,6,72,15,12,60,17,25,21,68,59,52,36,46,11,5,53,47,61,50,26,76,75,9,30,29,39,48,19,69,40,66,27,8,23,70,44,3,49,33,2,64,7,45,24,4,71,1,42,43,51,37,13,58,65,41,20,32,18,,
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,6,76,76,76,76,76,76,76,76,76,76,76,76,76,5,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,4,76,76,2,76,76,76,76,3,76,1,76,76,76,76,76,76,76,76,76,76,76,,
50,56,10,38,57,21,45,67,71,75,58,41,14,31,25,64,43,49,6,74,17,11,59,13,16,19,62,53,46,42,61,8,7,36,51,70,54,33,44,69,12,40,23,48,26,30,65,37,73,29,39,24,76,66,2,68,22,1,60,9,47,18,4,72,3,15,20,55,34,5,52,63,35,32,27,28,,
75,75,75,75,75,75,75,75,75,75,75,75,13,75,75,75,75,75,8,75,10,6,75,12,17,16,75,75,75,75,75,75,9,75,75,75,75,75,75,75,75,75,75,18,75,75,75,75,75,11,15,75,75,75,3,75,76,2,75,5,75,75,7,75,1,75,75,75,75,14,75,75,75,4,75,75,,
61,67,37,76,76,27,58,57,76,55,48,56,17,32,16,76,36,51,6,62,8,10,52,19,24,13,68,43,53,61,42,14,9,35,38,66,60,12,76,76,15,49,28,25,59,11,41,22,39,45,3,29,54,21,1,50,30,5,65,7,47,20,2,63,4,23,76,46,34,26,33,76,40,44,31,18,,
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,10,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,27,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,,
35,20,21,72,55,13,46,52,74,41,69,33,7,27,8,59,45,39,5,54,15,11,50,18,61,22,49,71,60,34,23,14,5,30,66,57,51,17,68,58,6,37,47,44,40,29,70,56,73,36,11,32,75,31,5,43,64,1,76,8,42,28,1,38,1,24,48,63,62,8,53,67,65,16,36,19,,
66,35,21,65,50,14,62,59,76,54,40,32,13,37,9,64,28,39,3,75,17,16,70,12,30,26,71,56,48,49,43,15,8,47,41,63,45,29,74,69,5,23,22,34,51,19,67,44,72,24,10,20,73,42,7,27,46,2,53,6,36,31,4,52,1,38,60,61,57,11,55,68,58,33,25,18,,
76,76,76,76,76,76,1,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,,
63,31,16,71,53,6,69,62,67,72,40,33,14,28,11,75,43,38,9,57,7,19,73,22,15,27,61,70,56,34,50,10,4,35,46,47,58,44,66,52,13,37,17,30,68,20,64,48,70,36,8,32,74,45,3,55,21,1,60,5,59,26,2,54,1,51,29,41,42,12,39,65,25,23,18,24,,
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,,
68,31,17,50,49,15,53,54,71,70,47,26,11,46,7,64,29,28,5,69,13,18,61,14,27,24,62,48,58,41,49,16,4,63,43,57,51,38,76,76,8,19,22,40,42,21,65,45,66,25,9,20,60,56,1,52,37,2,55,10,31,32,6,76,3,34,33,39,44,12,59,67,36,35,30,23,,
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,6,76,7,9,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,4,76,76,76,76,76,76,76,76,8,76,76,76,76,76,76,76,2,76,3,76,76,76,76,1,76,76,76,76,76,76,76,76,5,76,76,,
50,18,14,75,28,11,48,50,75,40,23,27,12,73,17,58,41,53,4,71,10,10,52,9,30,13,60,72,63,29,16,6,5,57,65,34,60,24,44,66,16,33,25,57,47,20,58,19,68,38,18,14,30,38,3,32,30,2,46,8,46,24,6,70,1,22,36,67,57,15,39,60,62,36,32,15,,
54,61,55,54,69,10,29,74,59,73,22,54,69,18,56,69,44,8,44,54,7,17,31,62,7,28,54,44,23,54,76,10,4,16,12,69,20,22,69,69,44,44,44,14,76,21,44,59,44,54,54,44,44,26,45,44,24,1,69,2,28,12,3,69,5,25,64,19,11,54,44,69,13,9,63,58,,
65,45,24,33,70,13,62,56,58,57,47,26,11,35,12,73,49,42,3,63,18,14,37,17,41,19,67,53,51,55,10,8,5,54,71,44,40,69,76,74,15,20,34,50,32,28,59,23,52,27,9,25,64,75,4,43,61,2,68,6,38,30,7,72,1,31,39,46,36,16,48,66,60,29,22,21,,
56,21,20,71,44,16,51,53,68,49,28,24,9,31,8,72,18,57,6,67,14,13,64,19,54,27,47,70,46,17,73,15,5,62,43,37,61,41,76,63,7,26,25,39,42,32,75,59,74,23,10,22,65,45,4,48,34,1,66,11,55,30,3,69,2,60,35,38,40,12,52,58,33,50,36,29,,
63,44,24,74,49,15,64,52,75,65,38,28,17,32,10,70,29,36,6,73,19,14,59,18,31,20,72,46,42,54,45,11,5,55,39,67,56,25,48,66,7,27,37,33,28,23,71,43,62,22,8,21,53,41,2,60,58,1,47,9,40,16,3,61,4,26,50,35,34,12,69,68,57,30,51,13,,
Skipped,23,28,33,Skipped,8,27,Skipped,Skipped,28,22,17,12,18,5,Skipped,28,27,9,31,10,15,Skipped,16,17,14,Skipped,Skipped,30,30,23,5,3,27,29,28,31,25,Skipped,Skipped,6,26,24,25,29,17,30,16,Skipped,13,7,17,Skipped,25,4,29,23,1,31,8,29,22,2,Skipped,3,20,Skipped,26,26,11,32,Skipped,28,19,21,17,,
43,18,76,76,76,25,76,76,76,76,34,34,29,25,76,76,37,43,9,76,10,7,39,22,40,36,76,33,76,76,76,29,6,76,36,76,76,45,76,76,16,39,52,76,20,20,76,76,76,15,12,20,76,62,2,50,30,2,76,10,76,20,1,76,7,41,25,37,60,22,76,76,57,38,76,18,,
54,76,76,51,50,76,55,59,67,62,43,76,76,Skipped,76,60,76,45,76,74,76,76,69,76,47,76,58,52,56,76,61,76,76,46,76,57,71,76,Skipped,64,76,76,76,76,42,Skipped,72,40,68,76,76,76,75,76,76,76,53,76,63,76,76,44,76,66,76,70,76,48,Skipped,76,73,65,49,76,41,76,,
Skipped,21,35,Skipped,37,14,Skipped,36,Skipped,22,48,41,18,46,13,51,26,42,7,54,15,11,Skipped,20,27,23,Skipped,32,43,33,Skipped,10,4,28,56,Skipped,45,39,Skipped,50,6,25,31,Skipped,34,49,Skipped,Skipped,Skipped,12,19,38,55,Skipped,2,24,44,3,Skipped,8,40,29,5,57,1,30,52,47,Skipped,16,Skipped,Skipped,Skipped,9,53,17,,
76,37,22,76,76,16,76,76,76,76,76,76,17,36,8,76,26,40,5,76,20,19,76,9,76,29,76,76,76,76,76,10,4,76,76,76,76,28,76,76,11,25,38,76,36,25,76,30,76,26,6,25,76,76,5,76,27,1,76,7,76,30,3,76,2,76,35,76,40,12,76,76,40,13,35,21,,
30,7,Skipped,Skipped,17,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,4,18,3,Skipped,Skipped,20,4,Skipped,14,19,Skipped,Skipped,16,31,30,Skipped,Skipped,10,Skipped,9,10,Skipped,Skipped,Skipped,28,17,33,Skipped,Skipped,30,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,31,Skipped,Skipped,Skipped,Skipped,Skipped,4,Skipped,Skipped,Skipped,Skipped,Skipped,35,8,Skipped,Skipped,1,65,18,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,15,Skipped,5,,
Skipped,Skipped,Skipped,Skipped,50,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,25,25,10,Skipped,25,Skipped,10,Skipped,24,18,Skipped,26,35,Skipped,Skipped,50,Skipped,Skipped,Skipped,17,4,Skipped,Skipped,Skipped,Skipped,27,Skipped,Skipped,10,Skipped,Skipped,35,Skipped,Skipped,Skipped,50,Skipped,Skipped,10,Skipped,Skipped,Skipped,2,Skipped,Skipped,1,Skipped,10,30,26,7,Skipped,3,50,30,24,50,Skipped,Skipped,Skipped,Skipped,Skipped,25,Skipped,,
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,4,76,76,76,76,76,76,76,76,76,76,76,76,76,6,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,8,76,76,76,5,76,76,2,76,7,76,76,3,76,1,76,76,76,76,9,76,76,76,76,76,76,,
76,76,6,76,76,24,36,76,76,76,22,76,76,76,76,76,76,76,76,76,76,76,40,11,5,76,76,76,38,76,76,76,5,28,76,76,76,76,76,76,6,76,76,28,76,76,76,17,76,76,76,76,30,10,76,76,20,3,76,14,76,20,11,76,76,76,76,32,21,76,21,76,76,76,76,76,,
45,32,20,73,50,13,30,40,64,62,42,32,12,28,7,54,46,33,3,55,14,14,56,15,29,25,67,48,42,33,54,11,5,52,47,59,51,23,69,70,6,22,31,22,36,26,48,39,64,28,9,24,51,60,2,61,52,1,46,10,52,32,3,52,2,49,40,72,45,15,60,60,35,27,45,21,,
76,76,20,22,76,13,76,76,76,22,76,22,15,19,6,76,20,76,5,76,13,13,21,14,22,19,76,22,22,21,21,11,2,76,76,76,21,18,76,76,10,20,21,20,76,19,76,22,76,17,7,19,76,21,4,76,20,1,76,10,20,21,8,76,3,20,22,76,21,12,76,21,21,17,16,17,,
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,,
76,76,76,76,76,41,76,76,76,76,16,76,57,76,76,76,76,76,21,76,76,34,76,5,76,76,76,76,76,76,76,50,6,76,76,76,76,76,76,76,15,76,76,76,76,76,76,76,76,76,76,76,76,76,13,76,76,3,76,21,76,76,13,76,1,76,76,76,76,57,76,76,67,76,76,76,,
Skipped,Skipped,20,Skipped,Skipped,13,Skipped,Skipped,Skipped,Skipped,28,25,17,Skipped,8,Skipped,Skipped,Skipped,1,Skipped,11,16,Skipped,14,Skipped,23,Skipped,Skipped,Skipped,Skipped,26,9,7,Skipped,Skipped,Skipped,Skipped,18,Skipped,Skipped,10,Skipped,Skipped,Skipped,Skipped,22,Skipped,Skipped,Skipped,Skipped,12,Skipped,Skipped,31,4,Skipped,30,2,Skipped,6,Skipped,27,5,Skipped,3,29,Skipped,Skipped,Skipped,15,Skipped,Skipped,Skipped,21,24,19,,
Skipped,34,36,51,Skipped,12,42,47,Skipped,37,53,Skipped,17,31,13,46,Skipped,Skipped,6,40,15,11,Skipped,10,32,21,44,41,55,Skipped,56,14,2,45,56,48,43,18,38,Skipped,16,24,19,30,33,27,Skipped,29,Skipped,25,5,28,Skipped,26,7,49,57,1,Skipped,8,Skipped,20,4,50,3,23,Skipped,39,35,9,52,Skipped,Skipped,54,Skipped,22,,
65,50,25,75,55,15,50,40,75,75,50,35,15,30,10,76,40,45,5,76,15,10,55,25,30,25,70,50,50,35,60,10,3,65,50,55,55,40,76,76,7,40,45,50,40,25,65,50,65,25,10,40,50,25,3,55,25,2,75,10,50,25,3,76,1,55,50,45,40,10,55,70,40,25,50,30,,
69,28,20,55,42,14,56,76,54,76,50,38,17,27,9,69,26,39,10,73,18,12,52,16,29,25,76,48,76,30,65,11,5,73,44,49,58,33,58,76,7,21,53,41,34,19,76,68,57,24,8,22,76,67,2,47,32,1,43,6,35,23,15,66,3,76,31,37,45,4,60,51,40,46,36,13,,
76,76,76,76,76,76,76,76,76,76,76,76,10,76,76,76,76,76,6,76,11,76,76,76,76,76,76,76,76,76,76,76,3,76,76,76,76,76,76,76,9,76,76,76,76,76,76,76,76,76,4,76,76,76,2,76,76,1,76,8,76,76,76,76,76,76,76,76,76,7,76,76,76,76,76,76,,
59,76,76,59,76,13,59,76,59,59,59,59,12,27,9,76,59,59,2,59,18,15,59,10,25,24,59,59,59,59,76,14,7,59,59,60,59,19,76,76,4,20,29,59,76,26,59,22,59,21,11,23,59,59,5,59,59,3,76,8,59,28,6,76,1,59,76,59,59,17,59,76,59,59,30,16,,
62,37,23,60,53,12,51,54,71,68,39,31,14,20,10,72,30,29,7,76,15,16,45,17,19,24,67,50,65,49,52,13,6,46,35,55,64,26,75,68,11,32,27,74,56,22,41,57,47,38,9,21,59,40,3,61,66,2,48,8,41,25,4,68,1,36,34,42,2,44,63,69,33,58,28,18,,
50,30,20,50,35,15,40,35,30,30,35,25,11,35,8,45,35,50,4,50,13,15,45,12,30,20,55,45,30,25,30,7,5,40,40,55,30,25,50,60,10,30,30,35,25,20,40,35,35,15,10,25,50,45,2,40,35,3,30,9,30,16,6,40,1,30,25,30,30,8,35,50,40,30,30,15,,
76,76,76,76,76,16,76,76,76,76,76,76,76,76,4,76,21,76,15,76,7,22,76,5,76,76,76,76,76,76,24,18,8,76,76,76,76,76,76,76,9,76,76,76,76,6,76,14,76,20,11,23,76,76,12,76,76,1,76,17,76,76,2,76,3,10,76,76,76,19,76,76,76,76,76,13,,
57,44,34,71,70,14,41,70,61,61,49,17,33,29,7,70,32,31,6,73,19,11,74,53,42,15,61,40,59,28,54,13,5,26,76,70,56,36,70,70,9,22,24,47,46,23,58,20,37,45,10,18,52,39,2,21,30,3,62,8,63,27,4,55,1,35,16,51,48,12,43,70,50,25,38,60,,
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,,
Skipped,Skipped,16,25,Skipped,10,8,Skipped,Skipped,Skipped,Skipped,27,18,30,6,75,Skipped,Skipped,12,28,11,15,Skipped,20,58,Skipped,Skipped,Skipped,Skipped,56,33,13,3,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,14,19,53,Skipped,29,Skipped,Skipped,Skipped,36,7,22,Skipped,17,4,Skipped,34,2,Skipped,9,Skipped,Skipped,5,Skipped,1,21,Skipped,67,73,26,Skipped,Skipped,Skipped,40,31,Skipped,,
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,1,76,76,2,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,,
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,,
53,42,18,58,47,16,68,37,67,56,31,36,15,21,13,65,25,44,1,Skipped,8,14,66,17,22,24,69,60,45,49,46,9,5,61,32,70,54,27,Skipped,Skipped,10,52,33,48,55,19,Skipped,29,71,34,12,28,Skipped,39,7,35,63,2,51,6,30,20,4,62,3,38,50,40,43,11,57,64,41,23,59,26,,
57,35,24,70,50,20,33,37,65,70,61,19,15,25,20,61,40,50,17,75,20,21,45,40,61,34,75,75,74,39,60,24,9,73,52,55,75,45,75,70,4,38,75,61,60,50,65,65,72,36,14,30,60,75,1,61,46,2,22,10,40,30,8,75,3,58,30,50,30,13,40,74,30,61,50,27,,
66,21,33,62,35,11,44,56,73,67,40,43,20,27,6,74,48,45,7,71,12,16,68,17,36,15,70,59,53,54,32,8,5,31,49,61,58,22,75,72,9,41,46,30,55,26,76,39,60,23,13,18,69,34,4,51,29,1,64,10,50,38,3,65,2,37,52,28,25,14,42,63,57,19,47,24,,
Skipped,27,40,33,37,16,Skipped,26,Skipped,Skipped,29,21,20,28,14,Skipped,Skipped,43,19,Skipped,6,10,Skipped,18,48,13,Skipped,Skipped,50,44,Skipped,9,8,Skipped,25,39,49,36,Skipped,Skipped,5,32,Skipped,Skipped,47,35,Skipped,45,Skipped,30,4,11,Skipped,Skipped,1,Skipped,34,2,Skipped,15,46,17,7,Skipped,3,Skipped,38,Skipped,24,12,42,Skipped,41,22,31,23,,
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,1,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,,
72,48,28,59,56,14,70,45,76,57,30,33,16,51,10,58,30,63,6,75,17,17,74,13,22,29,56,73,51,38,37,16,3,71,70,53,57,26,52,60,11,37,30,57,53,22,63,30,73,20,8,22,76,70,5,55,32,3,76,5,46,24,6,71,1,29,46,54,58,11,65,71,50,28,39,28,,
76,24,20,76,76,26,76,76,76,76,22,76,7,29,13,76,76,28,2,76,20,9,30,15,76,14,76,76,76,27,23,8,3,76,76,76,26,21,31,76,22,76,17,22,76,11,76,12,76,22,5,17,76,76,3,76,76,1,76,4,76,19,2,76,6,10,32,76,76,16,76,76,76,24,76,18,,
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,30,76,76,76,76,76,76,76,76,Skipped,76,76,76,76,76,76,76,76,76,76,76,Skipped,76,76,76,76,76,76,76,,
37,15,49,57,24,42,27,64,58,38,29,54,76,20,17,65,21,11,73,56,47,9,75,16,19,69,23,60,31,36,25,8,7,43,32,44,66,50,74,59,10,22,72,30,62,68,26,41,46,55,13,53,51,28,4,34,63,3,5,1,33,71,6,39,2,45,18,48,12,35,52,40,67,70,61,14,,
76,26,76,76,76,12,76,76,76,76,76,30,13,76,11,76,76,76,4,76,19,15,76,14,76,21,76,76,76,25,76,10,6,76,76,76,76,22,76,76,9,29,17,76,76,18,76,27,76,76,8,24,76,76,5,76,76,2,76,7,76,20,3,76,1,76,76,76,76,16,76,76,76,28,76,23,,
48,31,32,33,76,22,76,45,60,49,42,20,10,50,18,76,43,23,13,76,12,9,59,14,36,21,76,76,76,47,76,27,3,52,35,76,38,26,76,76,7,25,26,40,46,29,76,76,76,16,6,44,76,76,5,34,51,1,24,8,58,15,4,76,2,76,19,39,37,11,76,76,41,28,30,17,,
76,30,26,76,76,76,76,76,76,76,76,24,76,20,76,76,22,48,4,76,27,15,76,76,29,14,76,76,39,32,76,9,6,76,76,76,76,76,76,76,10,76,76,39,76,76,76,76,76,21,7,76,76,76,3,76,28,2,76,8,76,17,5,76,1,76,76,76,31,12,76,76,34,13,76,23,,
76,76,76,76,76,76,76,76,76,76,76,76,76,76,8,76,76,76,7,76,76,76,76,76,76,76,76,76,76,76,76,76,2,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,4,76,Skipped,1,76,6,76,76,5,76,3,76,76,76,76,76,76,76,76,76,76,76,,
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,,
76,76,18,76,76,13,76,76,76,76,76,76,13,76,10,76,76,76,6,76,14,13,76,17,76,21,76,76,76,76,76,9,3,76,76,76,76,76,76,76,9,76,20,76,76,22,76,76,76,76,6,19,76,76,3,76,76,2,76,6,76,76,3,76,1,76,76,76,76,11,76,76,76,22,76,76,,
