file,plurality,top4_plurality,IRV,top4_IRV,top-two,top4_top-two,borda-pm,top4_borda-pm,top-3-truncation,top4_top-3-truncation,condorcet,top4_condorcet,minimax,top4_minimax,smith,top4_smith,smith-minimax,top4_smith-minimax,ranked-pairs,top4_ranked-pairs
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Oatley.csv,COURE Mark,COURE Mark,COURE Mark,COURE Mark,COURE Mark,COURE Mark,COURE Mark,COURE Mark,COURE Mark,COURE Mark,SMITH O'Bray,SMITH O'Bray,SMITH O'Bray,SMITH O'Bray,SMITH O'Bray,SMITH O'Bray,SMITH O'Bray,SMITH O'Bray,SMITH O'Bray,SMITH O'Bray
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Parramatta.csv,LEE Geoff,LEE Geoff,LEE Geoff,LEE Geoff,LEE Geoff,LEE Geoff,LEE Geoff,LEE Geoff,LEE Geoff,LEE Geoff,SHAW James,SHAW James,SHAW James,SHAW James,SHAW James,SHAW James,SHAW James,SHAW James,SHAW James,SHAW James
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_East Hills.csv,BROOKES Glenn,BROOKES Glenn,BROOKES Glenn,BROOKES Glenn,BROOKES Glenn,BROOKES Glenn,MURPHY Cameron,MURPHY Cameron,MURPHY Cameron,MURPHY Cameron,MURPHY Cameron,MURPHY Cameron,MURPHY Cameron,MURPHY Cameron,MURPHY Cameron,MURPHY Cameron,MURPHY Cameron,MURPHY Cameron,MURPHY Cameron,MURPHY Cameron
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Vaucluse.csv,UPTON Gabrielle,UPTON Gabrielle,UPTON Gabrielle,UPTON Gabrielle,UPTON Gabrielle,UPTON Gabrielle,UPTON Gabrielle,UPTON Gabrielle,UPTON Gabrielle,UPTON Gabrielle,McEWIN Megan,McEWIN Megan,McEWIN Megan,McEWIN Megan,McEWIN Megan,McEWIN Megan,McEWIN Megan,McEWIN Megan,McEWIN Megan,McEWIN Megan
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Auburn.csv,FOLEY Luke,FOLEY Luke,FOLEY Luke,FOLEY Luke,FOLEY Luke,FOLEY Luke,FOLEY Luke,FOLEY Luke,FOLEY Luke,FOLEY Luke,FOLEY Luke,FOLEY Luke,FOLEY Luke,FOLEY Luke,FOLEY Luke,FOLEY Luke,FOLEY Luke,FOLEY Luke,FOLEY Luke,FOLEY Luke
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Shellharbour.csv,WATSON Anna,WATSON Anna,WATSON Anna,WATSON Anna,WATSON Anna,WATSON Anna,WATSON Anna,WATSON Anna,WATSON Anna,WATSON Anna,WATSON Anna,WATSON Anna,WATSON Anna,WATSON Anna,WATSON Anna,WATSON Anna,WATSON Anna,WATSON Anna,WATSON Anna,WATSON Anna
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Murray.csv,PICCOLI Adrian,PICCOLI Adrian,PICCOLI Adrian,PICCOLI Adrian,PICCOLI Adrian,PICCOLI Adrian,PICCOLI Adrian,PICCOLI Adrian,PICCOLI Adrian,PICCOLI Adrian,PICCOLI Adrian,PICCOLI Adrian,PICCOLI Adrian,PICCOLI Adrian,PICCOLI Adrian,PICCOLI Adrian,PICCOLI Adrian,PICCOLI Adrian,PICCOLI Adrian,PICCOLI Adrian
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Sydney.csv,GREENWICH Alex,GREENWICH Alex,GREENWICH Alex,GREENWICH Alex,GREENWICH Alex,GREENWICH Alex,GREENWICH Alex,GREENWICH Alex,GREENWICH Alex,GREENWICH Alex,GREENWICH Alex,GREENWICH Alex,GREENWICH Alex,GREENWICH Alex,GREENWICH Alex,GREENWICH Alex,GREENWICH Alex,GREENWICH Alex,GREENWICH Alex,GREENWICH Alex
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Camden.csv,PATTERSON Chris,PATTERSON Chris,PATTERSON Chris,PATTERSON Chris,PATTERSON Chris,PATTERSON Chris,PATTERSON Chris,PATTERSON Chris,PATTERSON Chris,PATTERSON Chris,PATTERSON Chris,PATTERSON Chris,PATTERSON Chris,PATTERSON Chris,PATTERSON Chris,PATTERSON Chris,PATTERSON Chris,PATTERSON Chris,PATTERSON Chris,PATTERSON Chris
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Strathfield.csv,CASUSCELLI Charles,CASUSCELLI Charles,McKAY Jodi,McKAY Jodi,McKAY Jodi,McKAY Jodi,McKAY Jodi,McKAY Jodi,McKAY Jodi,McKAY Jodi,McKAY Jodi,McKAY Jodi,McKAY Jodi,McKAY Jodi,McKAY Jodi,McKAY Jodi,McKAY Jodi,McKAY Jodi,McKAY Jodi,McKAY Jodi
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Cronulla.csv,SPEAKMAN Mark,SPEAKMAN Mark,SPEAKMAN Mark,SPEAKMAN Mark,SPEAKMAN Mark,SPEAKMAN Mark,SPEAKMAN Mark,SPEAKMAN Mark,SPEAKMAN Mark,SPEAKMAN Mark,SCAYSBROOK Peter,SCAYSBROOK Peter,SCAYSBROOK Peter,SCAYSBROOK Peter,SCAYSBROOK Peter,SCAYSBROOK Peter,SCAYSBROOK Peter,SCAYSBROOK Peter,SCAYSBROOK Peter,SCAYSBROOK Peter
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Pittwater.csv,STOKES Rob,STOKES Rob,STOKES Rob,STOKES Rob,STOKES Rob,STOKES Rob,STOKES Rob,STOKES Rob,STOKES Rob,STOKES Rob,DAVIS Felicity,DAVIS Felicity,DAVIS Felicity,DAVIS Felicity,DAVIS Felicity,DAVIS Felicity,DAVIS Felicity,DAVIS Felicity,DAVIS Felicity,DAVIS Felicity
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Riverstone.csv,CONOLLY Kevin,CONOLLY Kevin,CONOLLY Kevin,CONOLLY Kevin,CONOLLY Kevin,CONOLLY Kevin,CONOLLY Kevin,CONOLLY Kevin,CONOLLY Kevin,CONOLLY Kevin,CONOLLY Kevin,CONOLLY Kevin,CONOLLY Kevin,CONOLLY Kevin,CONOLLY Kevin,CONOLLY Kevin,CONOLLY Kevin,CONOLLY Kevin,CONOLLY Kevin,CONOLLY Kevin
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Mount Druitt.csv,ATALLA Edmond,ATALLA Edmond,ATALLA Edmond,ATALLA Edmond,ATALLA Edmond,ATALLA Edmond,ATALLA Edmond,ATALLA Edmond,ATALLA Edmond,ATALLA Edmond,ATALLA Edmond,ATALLA Edmond,ATALLA Edmond,ATALLA Edmond,ATALLA Edmond,ATALLA Edmond,ATALLA Edmond,ATALLA Edmond,ATALLA Edmond,ATALLA Edmond
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Hornsby.csv,KEAN Matt,KEAN Matt,KEAN Matt,KEAN Matt,KEAN Matt,KEAN Matt,KEAN Matt,KEAN Matt,KEAN Matt,KEAN Matt,ACKERMAN Steve,ACKERMAN Steve,ACKERMAN Steve,ACKERMAN Steve,ACKERMAN Steve,ACKERMAN Steve,ACKERMAN Steve,ACKERMAN Steve,ACKERMAN Steve,ACKERMAN Steve
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Orange.csv,GEE Andrew,GEE Andrew,GEE Andrew,GEE Andrew,GEE Andrew,GEE Andrew,GEE Andrew,GEE Andrew,GEE Andrew,GEE Andrew,GEE Andrew,GEE Andrew,GEE Andrew,GEE Andrew,GEE Andrew,GEE Andrew,GEE Andrew,GEE Andrew,GEE Andrew,GEE Andrew
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Blacktown.csv,ROBERTSON John,ROBERTSON John,ROBERTSON John,ROBERTSON John,ROBERTSON John,ROBERTSON John,ROBERTSON John,ROBERTSON John,ROBERTSON John,ROBERTSON John,ROBERTSON John,ROBERTSON John,ROBERTSON John,ROBERTSON John,ROBERTSON John,ROBERTSON John,ROBERTSON John,ROBERTSON John,ROBERTSON John,ROBERTSON John
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Clarence.csv,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,ANKERSMIT Leon,ANKERSMIT Leon,ANKERSMIT Leon,ANKERSMIT Leon,ANKERSMIT Leon,ANKERSMIT Leon,ANKERSMIT Leon,ANKERSMIT Leon,ANKERSMIT Leon,ANKERSMIT Leon
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Oatley.csv,COURE Mark,COURE Mark,COURE Mark,COURE Mark,COURE Mark,COURE Mark,AMBIHAIPAHAR Ash,AMBIHAIPAHAR Ash,AMBIHAIPAHAR Ash,AMBIHAIPAHAR Ash,AMBIHAIPAHAR Ash,AMBIHAIPAHAR Ash,AMBIHAIPAHAR Ash,AMBIHAIPAHAR Ash,AMBIHAIPAHAR Ash,AMBIHAIPAHAR Ash,AMBIHAIPAHAR Ash,AMBIHAIPAHAR Ash,AMBIHAIPAHAR Ash,AMBIHAIPAHAR Ash
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Pittwater.csv,AMON Roderick (Rory),AMON Roderick (Rory),AMON Roderick (Rory),AMON Roderick (Rory),AMON Roderick (Rory),AMON Roderick (Rory),SCRUBY Jacqui,SCRUBY Jacqui,SCRUBY Jacqui,SCRUBY Jacqui,SCRUBY Jacqui,SCRUBY Jacqui,SCRUBY Jacqui,SCRUBY Jacqui,SCRUBY Jacqui,SCRUBY Jacqui,SCRUBY Jacqui,SCRUBY Jacqui,SCRUBY Jacqui,SCRUBY Jacqui
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Riverstone.csv,KIRBY Warren,KIRBY Warren,KIRBY Warren,KIRBY Warren,KIRBY Warren,KIRBY Warren,KIRBY Warren,KIRBY Warren,KIRBY Warren,KIRBY Warren,KIRBY Warren,KIRBY Warren,KIRBY Warren,KIRBY Warren,KIRBY Warren,KIRBY Warren,KIRBY Warren,KIRBY Warren,KIRBY Warren,KIRBY Warren
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Tamworth.csv,ANDERSON Kevin,ANDERSON Kevin,ANDERSON Kevin,ANDERSON Kevin,ANDERSON Kevin,ANDERSON Kevin,ANDERSON Kevin,ANDERSON Kevin,ANDERSON Kevin,ANDERSON Kevin,ANDERSON Kevin,ANDERSON Kevin,ANDERSON Kevin,ANDERSON Kevin,ANDERSON Kevin,ANDERSON Kevin,ANDERSON Kevin,ANDERSON Kevin,ANDERSON Kevin,ANDERSON Kevin
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Rockdale.csv,KAMPER Steve,KAMPER Steve,KAMPER Steve,KAMPER Steve,KAMPER Steve,KAMPER Steve,KAMPER Steve,KAMPER Steve,KAMPER Steve,KAMPER Steve,KAMPER Steve,KAMPER Steve,KAMPER Steve,KAMPER Steve,KAMPER Steve,KAMPER Steve,KAMPER Steve,KAMPER Steve,KAMPER Steve,KAMPER Steve
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Northern Tablelands.csv,MARSHALL Adam,MARSHALL Adam,MARSHALL Adam,MARSHALL Adam,MARSHALL Adam,MARSHALL Adam,MARSHALL Adam,MARSHALL Adam,MARSHALL Adam,MARSHALL Adam,MARSHALL Adam,MARSHALL Adam,MARSHALL Adam,MARSHALL Adam,MARSHALL Adam,MARSHALL Adam,MARSHALL Adam,MARSHALL Adam,MARSHALL Adam,MARSHALL Adam
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Bega.csv,HOLLAND Michael,HOLLAND Michael,HOLLAND Michael,HOLLAND Michael,HOLLAND Michael,HOLLAND Michael,HOLLAND Michael,HOLLAND Michael,HOLLAND Michael,HOLLAND Michael,HOLLAND Michael,HOLLAND Michael,HOLLAND Michael,HOLLAND Michael,HOLLAND Michael,HOLLAND Michael,HOLLAND Michael,HOLLAND Michael,HOLLAND Michael,HOLLAND Michael
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Coogee.csv,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Davidson.csv,CROSS Matt,CROSS Matt,CROSS Matt,CROSS Matt,CROSS Matt,CROSS Matt,CROSS Matt,CROSS Matt,CROSS Matt,CROSS Matt,EDELSTEIN Karyn,EDELSTEIN Karyn,EDELSTEIN Karyn,EDELSTEIN Karyn,EDELSTEIN Karyn,EDELSTEIN Karyn,EDELSTEIN Karyn,EDELSTEIN Karyn,EDELSTEIN Karyn,EDELSTEIN Karyn
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Blacktown.csv,BALI Stephen,BALI Stephen,BALI Stephen,BALI Stephen,BALI Stephen,BALI Stephen,BALI Stephen,BALI Stephen,BALI Stephen,BALI Stephen,BALI Stephen,BALI Stephen,BALI Stephen,BALI Stephen,BALI Stephen,BALI Stephen,BALI Stephen,BALI Stephen,BALI Stephen,BALI Stephen
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Auburn.csv,VOLTZ Lynda,VOLTZ Lynda,VOLTZ Lynda,VOLTZ Lynda,VOLTZ Lynda,VOLTZ Lynda,VOLTZ Lynda,VOLTZ Lynda,VOLTZ Lynda,VOLTZ Lynda,VOLTZ Lynda,VOLTZ Lynda,VOLTZ Lynda,VOLTZ Lynda,VOLTZ Lynda,VOLTZ Lynda,VOLTZ Lynda,VOLTZ Lynda,VOLTZ Lynda,VOLTZ Lynda
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Newtown.csv,LEONG Jenny,LEONG Jenny,LEONG Jenny,LEONG Jenny,LEONG Jenny,LEONG Jenny,LEONG Jenny,LEONG Jenny,LEONG Jenny,LEONG Jenny,LEONG Jenny,LEONG Jenny,LEONG Jenny,LEONG Jenny,LEONG Jenny,LEONG Jenny,LEONG Jenny,LEONG Jenny,LEONG Jenny,LEONG Jenny
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Londonderry.csv,CAR Prue,CAR Prue,CAR Prue,CAR Prue,CAR Prue,CAR Prue,CAR Prue,CAR Prue,CAR Prue,CAR Prue,CAR Prue,CAR Prue,CAR Prue,CAR Prue,CAR Prue,CAR Prue,CAR Prue,CAR Prue,CAR Prue,CAR Prue
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Castle Hill.csv,HODGES Mark,HODGES Mark,HODGES Mark,HODGES Mark,HODGES Mark,HODGES Mark,HODGES Mark,HODGES Mark,HODGES Mark,HODGES Mark,CARTWRIGHT Tina,CARTWRIGHT Tina,CARTWRIGHT Tina,CARTWRIGHT Tina,CARTWRIGHT Tina,CARTWRIGHT Tina,CARTWRIGHT Tina,CARTWRIGHT Tina,CARTWRIGHT Tina,CARTWRIGHT Tina
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Balmain.csv,SHETTY Kobi,SHETTY Kobi,SHETTY Kobi,SHETTY Kobi,SHETTY Kobi,SHETTY Kobi,SHETTY Kobi,SHETTY Kobi,SHETTY Kobi,SHETTY Kobi,SHETTY Kobi,SHETTY Kobi,SHETTY Kobi,SHETTY Kobi,SHETTY Kobi,SHETTY Kobi,SHETTY Kobi,SHETTY Kobi,SHETTY Kobi,SHETTY Kobi
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data The Entrance.csv,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Wyong.csv,HARRIS David,HARRIS David,HARRIS David,HARRIS David,HARRIS David,HARRIS David,HARRIS David,HARRIS David,HARRIS David,HARRIS David,HARRIS David,HARRIS David,HARRIS David,HARRIS David,HARRIS David,HARRIS David,HARRIS David,HARRIS David,HARRIS David,HARRIS David
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Parramatta.csv,DAVIS Donna,DAVIS Donna,DAVIS Donna,DAVIS Donna,DAVIS Donna,DAVIS Donna,DAVIS Donna,DAVIS Donna,DAVIS Donna,DAVIS Donna,DAVIS Donna,DAVIS Donna,DAVIS Donna,DAVIS Donna,DAVIS Donna,DAVIS Donna,DAVIS Donna,DAVIS Donna,DAVIS Donna,DAVIS Donna
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Camden.csv,QUINNELL Sally,QUINNELL Sally,QUINNELL Sally,QUINNELL Sally,QUINNELL Sally,QUINNELL Sally,QUINNELL Sally,QUINNELL Sally,QUINNELL Sally,QUINNELL Sally,QUINNELL Sally,QUINNELL Sally,QUINNELL Sally,QUINNELL Sally,QUINNELL Sally,QUINNELL Sally,QUINNELL Sally,QUINNELL Sally,QUINNELL Sally,QUINNELL Sally
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Miranda.csv,PETINOS Eleni,PETINOS Eleni,PETINOS Eleni,PETINOS Eleni,PETINOS Eleni,PETINOS Eleni,PETINOS Eleni,PETINOS Eleni,PETINOS Eleni,PETINOS Eleni,EARLE Simon,EARLE Simon,EARLE Simon,EARLE Simon,EARLE Simon,EARLE Simon,EARLE Simon,EARLE Simon,EARLE Simon,EARLE Simon
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Sydney.csv,GREENWICH Alex,GREENWICH Alex,GREENWICH Alex,GREENWICH Alex,GREENWICH Alex,GREENWICH Alex,GREENWICH Alex,GREENWICH Alex,GREENWICH Alex,GREENWICH Alex,GREENWICH Alex,GREENWICH Alex,GREENWICH Alex,GREENWICH Alex,GREENWICH Alex,GREENWICH Alex,GREENWICH Alex,GREENWICH Alex,GREENWICH Alex,GREENWICH Alex
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Leppington.csv,HAGARTY Nathan,HAGARTY Nathan,HAGARTY Nathan,HAGARTY Nathan,HAGARTY Nathan,HAGARTY Nathan,HAGARTY Nathan,HAGARTY Nathan,HAGARTY Nathan,HAGARTY Nathan,HAGARTY Nathan,HAGARTY Nathan,HAGARTY Nathan,HAGARTY Nathan,HAGARTY Nathan,HAGARTY Nathan,HAGARTY Nathan,HAGARTY Nathan,HAGARTY Nathan,HAGARTY Nathan
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Murray.csv,DALTON Helen,DALTON Helen,DALTON Helen,DALTON Helen,DALTON Helen,DALTON Helen,DALTON Helen,DALTON Helen,DALTON Helen,DALTON Helen,DALTON Helen,DALTON Helen,DALTON Helen,DALTON Helen,DALTON Helen,DALTON Helen,DALTON Helen,DALTON Helen,DALTON Helen,DALTON Helen
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data East Hills.csv,WILKINSON Kylie,WILKINSON Kylie,WILKINSON Kylie,WILKINSON Kylie,WILKINSON Kylie,WILKINSON Kylie,WILKINSON Kylie,WILKINSON Kylie,WILKINSON Kylie,WILKINSON Kylie,WILKINSON Kylie,WILKINSON Kylie,WILKINSON Kylie,WILKINSON Kylie,WILKINSON Kylie,WILKINSON Kylie,WILKINSON Kylie,WILKINSON Kylie,WILKINSON Kylie,WILKINSON Kylie
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Orange.csv,DONATO Philip,DONATO Philip,DONATO Philip,DONATO Philip,DONATO Philip,DONATO Philip,DONATO Philip,DONATO Philip,DONATO Philip,DONATO Philip,DONATO Philip,DONATO Philip,DONATO Philip,DONATO Philip,DONATO Philip,DONATO Philip,DONATO Philip,DONATO Philip,DONATO Philip,DONATO Philip
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Blue Mountains.csv,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Swansea.csv,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Charlestown.csv,HARRISON Jodie,HARRISON Jodie,HARRISON Jodie,HARRISON Jodie,HARRISON Jodie,HARRISON Jodie,HARRISON Jodie,HARRISON Jodie,HARRISON Jodie,HARRISON Jodie,HARRISON Jodie,HARRISON Jodie,HARRISON Jodie,HARRISON Jodie,HARRISON Jodie,HARRISON Jodie,HARRISON Jodie,HARRISON Jodie,HARRISON Jodie,HARRISON Jodie
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Wahroonga.csv,HENSKENS Alister,HENSKENS Alister,HENSKENS Alister,HENSKENS Alister,HENSKENS Alister,HENSKENS Alister,HENSKENS Alister,HENSKENS Alister,HENSKENS Alister,HENSKENS Alister,ABEDINI Parsia,ABEDINI Parsia,ABEDINI Parsia,ABEDINI Parsia,ABEDINI Parsia,ABEDINI Parsia,ABEDINI Parsia,ABEDINI Parsia,ABEDINI Parsia,ABEDINI Parsia
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Summer Hill.csv,HAYLEN Jo,HAYLEN Jo,HAYLEN Jo,HAYLEN Jo,HAYLEN Jo,HAYLEN Jo,HAYLEN Jo,HAYLEN Jo,HAYLEN Jo,HAYLEN Jo,HAYLEN Jo,HAYLEN Jo,HAYLEN Jo,HAYLEN Jo,HAYLEN Jo,HAYLEN Jo,HAYLEN Jo,HAYLEN Jo,HAYLEN Jo,HAYLEN Jo
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Cronulla.csv,SPEAKMAN Mark,SPEAKMAN Mark,SPEAKMAN Mark,SPEAKMAN Mark,SPEAKMAN Mark,SPEAKMAN Mark,SPEAKMAN Mark,SPEAKMAN Mark,SPEAKMAN Mark,SPEAKMAN Mark,CONSTANCE Paul,CONSTANCE Paul,CONSTANCE Paul,CONSTANCE Paul,CONSTANCE Paul,CONSTANCE Paul,CONSTANCE Paul,CONSTANCE Paul,CONSTANCE Paul,CONSTANCE Paul
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Myall Lakes.csv,THOMPSON Tanya,THOMPSON Tanya,THOMPSON Tanya,THOMPSON Tanya,THOMPSON Tanya,THOMPSON Tanya,THOMPSON Tanya,THOMPSON Tanya,THOMPSON Tanya,THOMPSON Tanya,BENDALL Jason,BENDALL Jason,BENDALL Jason,BENDALL Jason,BENDALL Jason,BENDALL Jason,BENDALL Jason,BENDALL Jason,BENDALL Jason,BENDALL Jason
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data South Coast.csv,SIKORA Luke,SIKORA Luke,BUTLER Liza,BUTLER Liza,BUTLER Liza,BUTLER Liza,BUTLER Liza,BUTLER Liza,BUTLER Liza,BUTLER Liza,BUTLER Liza,BUTLER Liza,BUTLER Liza,BUTLER Liza,BUTLER Liza,BUTLER Liza,BUTLER Liza,BUTLER Liza,BUTLER Liza,BUTLER Liza
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Lake Macquarie.csv,PIPER Greg,PIPER Greg,PIPER Greg,PIPER Greg,PIPER Greg,PIPER Greg,PIPER Greg,PIPER Greg,PIPER Greg,PIPER Greg,PIPER Greg,PIPER Greg,PIPER Greg,PIPER Greg,PIPER Greg,PIPER Greg,PIPER Greg,PIPER Greg,PIPER Greg,PIPER Greg
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Kiama.csv,WARD Gareth,WARD Gareth,WARD Gareth,WARD Gareth,WARD Gareth,WARD Gareth,McINERNEY Katelin,McINERNEY Katelin,McINERNEY Katelin,McINERNEY Katelin,McINERNEY Katelin,McINERNEY Katelin,McINERNEY Katelin,McINERNEY Katelin,McINERNEY Katelin,McINERNEY Katelin,McINERNEY Katelin,McINERNEY Katelin,McINERNEY Katelin,McINERNEY Katelin
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Gosford.csv,TESCH Liesl,TESCH Liesl,TESCH Liesl,TESCH Liesl,TESCH Liesl,TESCH Liesl,TESCH Liesl,TESCH Liesl,TESCH Liesl,TESCH Liesl,TESCH Liesl,TESCH Liesl,TESCH Liesl,TESCH Liesl,TESCH Liesl,TESCH Liesl,TESCH Liesl,TESCH Liesl,TESCH Liesl,TESCH Liesl
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Shellharbour.csv,WATSON Anna,WATSON Anna,WATSON Anna,WATSON Anna,WATSON Anna,WATSON Anna,WATSON Anna,WATSON Anna,WATSON Anna,WATSON Anna,WATSON Anna,WATSON Anna,WATSON Anna,WATSON Anna,WATSON Anna,WATSON Anna,WATSON Anna,WATSON Anna,WATSON Anna,WATSON Anna
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Fairfield.csv,SALIBA David,SALIBA David,SALIBA David,SALIBA David,SALIBA David,SALIBA David,SALIBA David,SALIBA David,SALIBA David,SALIBA David,SALIBA David,SALIBA David,SALIBA David,SALIBA David,SALIBA David,SALIBA David,SALIBA David,SALIBA David,SALIBA David,SALIBA David
