Index,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,Num cands,Num seats
LE146,PAUL HANCOCK,CHRIS CONDIE,NICOLE KUNZE,LORI MCINTOSH LE,MONTANE C HAMILTON,ETHAN M. ERICKSON,skipped,skipped,skipped,9,2
LE147,PAUL HANCOCK,CHRIS CONDIE,CAMI PURTSCHERT,MONTANE C HAMILTON,MICHELLE MILES,LORI MCINTOSH LE,NICOLE KUNZE,AARON BULLEN,ETHAN M. ERICKSON,9,2
LE148,PAUL HANCOCK,CHRIS CONDIE,LORI MCINTOSH LE,CAMI PURTSCHERT,skipped,skipped,skipped,skipped,skipped,9,2
LE149,MICHELLE MILES,NICOLE KUNZE,CAMI PURTSCHERT,MONTANE C HAMILTON,PAUL HANCOCK,LORI MCINTOSH LE,ETHAN M. ERICKSON,AARON BULLEN,CHRIS CONDIE,9,2
LE150,LORI MCINTOSH LE,CHRIS CONDIE,PAUL HANCOCK,NICOLE KUNZE,MONTANE C HAMILTON,CAMI PURTSCHERT,MICHELLE MILES,AARON BULLEN,ETHAN M. ERICKSON,9,2
LE152,CAMI PURTSCHERT,NICOLE KUNZE,CHRIS CONDIE,LORI MCINTOSH LE,MONTANE C HAMILTON,ETHAN M. ERICKSON,MICHELLE MILES,PAUL HANCOCK,AARON BULLEN,9,2
LE153,AARON BULLEN,CAMI PURTSCHERT,CHRIS CONDIE,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE154,PAUL HANCOCK,CHRIS CONDIE,LORI MCINTOSH LE,MICHELLE MILES,CAMI PURTSCHERT,NICOLE KUNZE,skipped,skipped,skipped,9,2
LE155,CHRIS CONDIE,PAUL HANCOCK,LORI MCINTOSH LE,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE156,NICOLE KUNZE,AARON BULLEN,PAUL HANCOCK,MONTANE C HAMILTON,LORI MCINTOSH LE,CHRIS CONDIE,CAMI PURTSCHERT,MICHELLE MILES,ETHAN M. ERICKSON,9,2
LE157,MONTANE C HAMILTON,AARON BULLEN,LORI MCINTOSH LE,NICOLE KUNZE,PAUL HANCOCK,CHRIS CONDIE,MICHELLE MILES,CAMI PURTSCHERT,ETHAN M. ERICKSON,9,2
LE158,AARON BULLEN,CAMI PURTSCHERT,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE159,LORI MCINTOSH LE,MONTANE C HAMILTON,CAMI PURTSCHERT,CHRIS CONDIE,PAUL HANCOCK,NICOLE KUNZE,ETHAN M. ERICKSON,MICHELLE MILES,AARON BULLEN,9,2
LE160,AARON BULLEN,CHRIS CONDIE,PAUL HANCOCK,MONTANE C HAMILTON,skipped,skipped,skipped,skipped,skipped,9,2
LE161,PAUL HANCOCK,CHRIS CONDIE,LORI MCINTOSH LE,CAMI PURTSCHERT,MONTANE C HAMILTON,NICOLE KUNZE,ETHAN M. ERICKSON,skipped,skipped,9,2
LE162,LORI MCINTOSH LE,PAUL HANCOCK,NICOLE KUNZE,AARON BULLEN,CHRIS CONDIE,MICHELLE MILES,MONTANE C HAMILTON,CAMI PURTSCHERT,skipped,9,2
LE164,PAUL HANCOCK,CHRIS CONDIE,MICHELLE MILES,NICOLE KUNZE,skipped,skipped,skipped,skipped,skipped,9,2
LE165,CAMI PURTSCHERT,NICOLE KUNZE,LORI MCINTOSH LE,MICHELLE MILES,skipped,skipped,skipped,skipped,skipped,9,2
LE166,CHRIS CONDIE,NICOLE KUNZE,MONTANE C HAMILTON,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE167,CAMI PURTSCHERT,MICHELLE MILES,NICOLE KUNZE,MONTANE C HAMILTON,LORI MCINTOSH LE,AARON BULLEN,ETHAN M. ERICKSON,CHRIS CONDIE,PAUL HANCOCK,9,2
LE168,CAMI PURTSCHERT,MICHELLE MILES,AARON BULLEN,NICOLE KUNZE,MONTANE C HAMILTON,LORI MCINTOSH LE,ETHAN M. ERICKSON,CHRIS CONDIE,PAUL HANCOCK,9,2
LE169,MONTANE C HAMILTON,PAUL HANCOCK,CHRIS CONDIE,CAMI PURTSCHERT,LORI MCINTOSH LE,NICOLE KUNZE,MICHELLE MILES,AARON BULLEN,ETHAN M. ERICKSON,9,2
LE170,CHRIS CONDIE,CAMI PURTSCHERT,LORI MCINTOSH LE,PAUL HANCOCK,NICOLE KUNZE,AARON BULLEN,MICHELLE MILES,MONTANE C HAMILTON,ETHAN M. ERICKSON,9,2
LE171,MICHELLE MILES,AARON BULLEN,CAMI PURTSCHERT,PAUL HANCOCK,LORI MCINTOSH LE,CHRIS CONDIE,ETHAN M. ERICKSON,MONTANE C HAMILTON,NICOLE KUNZE,9,2
LE172,AARON BULLEN,CHRIS CONDIE,CAMI PURTSCHERT,ETHAN M. ERICKSON,MICHELLE MILES,PAUL HANCOCK,NICOLE KUNZE,MONTANE C HAMILTON,LORI MCINTOSH LE,9,2
LE173,CAMI PURTSCHERT,AARON BULLEN,LORI MCINTOSH LE,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE174,PAUL HANCOCK,CHRIS CONDIE,MICHELLE MILES,AARON BULLEN,MONTANE C HAMILTON,LORI MCINTOSH LE,CAMI PURTSCHERT,NICOLE KUNZE,ETHAN M. ERICKSON,9,2
LE175,NICOLE KUNZE,PAUL HANCOCK,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE176,PAUL HANCOCK,NICOLE KUNZE,MICHELLE MILES,AARON BULLEN,MONTANE C HAMILTON,CHRIS CONDIE,CAMI PURTSCHERT,LORI MCINTOSH LE,skipped,9,2
LE177,CAMI PURTSCHERT,LORI MCINTOSH LE,CHRIS CONDIE,PAUL HANCOCK,NICOLE KUNZE,MICHELLE MILES,MONTANE C HAMILTON,AARON BULLEN,ETHAN M. ERICKSON,9,2
LE178,CHRIS CONDIE,PAUL HANCOCK,LORI MCINTOSH LE,NICOLE KUNZE,CAMI PURTSCHERT,MICHELLE MILES,MONTANE C HAMILTON,AARON BULLEN,ETHAN M. ERICKSON,9,2
LE179,CAMI PURTSCHERT,CHRIS CONDIE,ETHAN M. ERICKSON,NICOLE KUNZE,AARON BULLEN,MICHELLE MILES,PAUL HANCOCK,MONTANE C HAMILTON,LORI MCINTOSH LE,9,2
LE181,PAUL HANCOCK,NICOLE KUNZE,LORI MCINTOSH LE,CHRIS CONDIE,CAMI PURTSCHERT,MICHELLE MILES,AARON BULLEN,MONTANE C HAMILTON,ETHAN M. ERICKSON,9,2
LE182,CHRIS CONDIE,CAMI PURTSCHERT,AARON BULLEN,NICOLE KUNZE,MICHELLE MILES,LORI MCINTOSH LE,PAUL HANCOCK,MONTANE C HAMILTON,ETHAN M. ERICKSON,9,2
LE183,ETHAN M. ERICKSON,LORI MCINTOSH LE,CHRIS CONDIE,MICHELLE MILES,PAUL HANCOCK,CAMI PURTSCHERT,AARON BULLEN,NICOLE KUNZE,MONTANE C HAMILTON,9,2
LE184,MICHELLE MILES,LORI MCINTOSH LE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE185,NICOLE KUNZE,AARON BULLEN,CHRIS CONDIE,LORI MCINTOSH LE,PAUL HANCOCK,MONTANE C HAMILTON,MICHELLE MILES,CAMI PURTSCHERT,ETHAN M. ERICKSON,9,2
LE186,NICOLE KUNZE,AARON BULLEN,MICHELLE MILES,PAUL HANCOCK,skipped,skipped,skipped,skipped,skipped,9,2
LE187,PAUL HANCOCK,CHRIS CONDIE,NICOLE KUNZE,LORI MCINTOSH LE,skipped,skipped,skipped,skipped,skipped,9,2
LE188,MICHELLE MILES,CAMI PURTSCHERT,ETHAN M. ERICKSON,AARON BULLEN,MONTANE C HAMILTON,LORI MCINTOSH LE,PAUL HANCOCK,NICOLE KUNZE,CHRIS CONDIE,9,2
LE189,ETHAN M. ERICKSON,CAMI PURTSCHERT,PAUL HANCOCK,LORI MCINTOSH LE,CHRIS CONDIE,NICOLE KUNZE,skipped,skipped,skipped,9,2
LE190,CAMI PURTSCHERT,CHRIS CONDIE,MICHELLE MILES,LORI MCINTOSH LE,PAUL HANCOCK,MONTANE C HAMILTON,NICOLE KUNZE,AARON BULLEN,ETHAN M. ERICKSON,9,2
LE191,CHRIS CONDIE,AARON BULLEN,MICHELLE MILES,PAUL HANCOCK,MONTANE C HAMILTON,NICOLE KUNZE,CAMI PURTSCHERT,ETHAN M. ERICKSON,LORI MCINTOSH LE,9,2
LE192,CAMI PURTSCHERT,CHRIS CONDIE,PAUL HANCOCK,NICOLE KUNZE,AARON BULLEN,MICHELLE MILES,MONTANE C HAMILTON,LORI MCINTOSH LE,ETHAN M. ERICKSON,9,2
LE193,MONTANE C HAMILTON,NICOLE KUNZE,PAUL HANCOCK,CHRIS CONDIE,LORI MCINTOSH LE,AARON BULLEN,MICHELLE MILES,ETHAN M. ERICKSON,CAMI PURTSCHERT,9,2
LE194,MICHELLE MILES,NICOLE KUNZE,LORI MCINTOSH LE,CAMI PURTSCHERT,MONTANE C HAMILTON,CHRIS CONDIE,AARON BULLEN,ETHAN M. ERICKSON,PAUL HANCOCK,9,2
LE195,LORI MCINTOSH LE,NICOLE KUNZE,AARON BULLEN,PAUL HANCOCK,CHRIS CONDIE,MICHELLE MILES,MONTANE C HAMILTON,ETHAN M. ERICKSON,CAMI PURTSCHERT,9,2
LE196,ETHAN M. ERICKSON,MICHELLE MILES,AARON BULLEN,CAMI PURTSCHERT,NICOLE KUNZE,MONTANE C HAMILTON,PAUL HANCOCK,LORI MCINTOSH LE,CHRIS CONDIE,9,2
LE197,MICHELLE MILES,AARON BULLEN,ETHAN M. ERICKSON,MONTANE C HAMILTON,PAUL HANCOCK,CHRIS CONDIE,CAMI PURTSCHERT,NICOLE KUNZE,LORI MCINTOSH LE,9,2
LE198,LORI MCINTOSH LE,MICHELLE MILES,PAUL HANCOCK,NICOLE KUNZE,CAMI PURTSCHERT,CHRIS CONDIE,MONTANE C HAMILTON,AARON BULLEN,ETHAN M. ERICKSON,9,2
LE199,CAMI PURTSCHERT,MONTANE C HAMILTON,CHRIS CONDIE,PAUL HANCOCK,AARON BULLEN,LORI MCINTOSH LE,NICOLE KUNZE,MICHELLE MILES,ETHAN M. ERICKSON,9,2
LE200,NICOLE KUNZE,AARON BULLEN,CHRIS CONDIE,MONTANE C HAMILTON,MICHELLE MILES,PAUL HANCOCK,LORI MCINTOSH LE,CAMI PURTSCHERT,ETHAN M. ERICKSON,9,2
LE201,CHRIS CONDIE,PAUL HANCOCK,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE202,AARON BULLEN,CAMI PURTSCHERT,LORI MCINTOSH LE,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE203,ETHAN M. ERICKSON,CAMI PURTSCHERT,PAUL HANCOCK,CHRIS CONDIE,AARON BULLEN,NICOLE KUNZE,MICHELLE MILES,MONTANE C HAMILTON,LORI MCINTOSH LE,9,2
LE204,PAUL HANCOCK,AARON BULLEN,CHRIS CONDIE,MONTANE C HAMILTON,NICOLE KUNZE,LORI MCINTOSH LE,MICHELLE MILES,CAMI PURTSCHERT,ETHAN M. ERICKSON,9,2
LE205,CHRIS CONDIE,AARON BULLEN,LORI MCINTOSH LE,NICOLE KUNZE,skipped,skipped,skipped,skipped,skipped,9,2
LE206,PAUL HANCOCK,LORI MCINTOSH LE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE207,CHRIS CONDIE,PAUL HANCOCK,MONTANE C HAMILTON,LORI MCINTOSH LE,AARON BULLEN,CAMI PURTSCHERT,NICOLE KUNZE,MICHELLE MILES,ETHAN M. ERICKSON,9,2
LE208,AARON BULLEN,CAMI PURTSCHERT,MICHELLE MILES,PAUL HANCOCK,NICOLE KUNZE,ETHAN M. ERICKSON,MONTANE C HAMILTON,LORI MCINTOSH LE,CHRIS CONDIE,9,2
LE209,MONTANE C HAMILTON,PAUL HANCOCK,NICOLE KUNZE,CHRIS CONDIE,MICHELLE MILES,AARON BULLEN,LORI MCINTOSH LE,CAMI PURTSCHERT,ETHAN M. ERICKSON,9,2
LE211,PAUL HANCOCK,MONTANE C HAMILTON,LORI MCINTOSH LE,NICOLE KUNZE,MICHELLE MILES,CHRIS CONDIE,AARON BULLEN,ETHAN M. ERICKSON,CAMI PURTSCHERT,9,2
LE212,ETHAN M. ERICKSON,AARON BULLEN,PAUL HANCOCK,LORI MCINTOSH LE,skipped,skipped,skipped,skipped,skipped,9,2
LE213,CHRIS CONDIE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE214,PAUL HANCOCK,MONTANE C HAMILTON,LORI MCINTOSH LE,MICHELLE MILES,CHRIS CONDIE,AARON BULLEN,NICOLE KUNZE,ETHAN M. ERICKSON,CAMI PURTSCHERT,9,2
LE215,CHRIS CONDIE,LORI MCINTOSH LE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE216,ETHAN M. ERICKSON,AARON BULLEN,MONTANE C HAMILTON,LORI MCINTOSH LE,CAMI PURTSCHERT,MICHELLE MILES,NICOLE KUNZE,CHRIS CONDIE,PAUL HANCOCK,9,2
LE217,LORI MCINTOSH LE,MICHELLE MILES,AARON BULLEN,CHRIS CONDIE,NICOLE KUNZE,PAUL HANCOCK,MONTANE C HAMILTON,CAMI PURTSCHERT,ETHAN M. ERICKSON,9,2
LE218,LORI MCINTOSH LE,CAMI PURTSCHERT,ETHAN M. ERICKSON,MONTANE C HAMILTON,CHRIS CONDIE,NICOLE KUNZE,MICHELLE MILES,PAUL HANCOCK,skipped,9,2
LE219,CHRIS CONDIE,PAUL HANCOCK,NICOLE KUNZE,LORI MCINTOSH LE,MONTANE C HAMILTON,CAMI PURTSCHERT,ETHAN M. ERICKSON,MICHELLE MILES,AARON BULLEN,9,2
LE220,PAUL HANCOCK,MICHELLE MILES,CHRIS CONDIE,AARON BULLEN,skipped,skipped,skipped,skipped,skipped,9,2
LE221,LORI MCINTOSH LE,NICOLE KUNZE,AARON BULLEN,CHRIS CONDIE,MICHELLE MILES,PAUL HANCOCK,MONTANE C HAMILTON,CAMI PURTSCHERT,ETHAN M. ERICKSON,9,2
LE222,NICOLE KUNZE,CHRIS CONDIE,PAUL HANCOCK,LORI MCINTOSH LE,CAMI PURTSCHERT,MICHELLE MILES,AARON BULLEN,MONTANE C HAMILTON,ETHAN M. ERICKSON,9,2
LE223,CHRIS CONDIE,PAUL HANCOCK,MONTANE C HAMILTON,NICOLE KUNZE,MICHELLE MILES,ETHAN M. ERICKSON,CAMI PURTSCHERT,AARON BULLEN,LORI MCINTOSH LE,9,2
LE224,ETHAN M. ERICKSON,AARON BULLEN,MONTANE C HAMILTON,PAUL HANCOCK,MICHELLE MILES,LORI MCINTOSH LE,NICOLE KUNZE,CHRIS CONDIE,skipped,9,2
LE225,CAMI PURTSCHERT,LORI MCINTOSH LE,CHRIS CONDIE,MICHELLE MILES,NICOLE KUNZE,MONTANE C HAMILTON,AARON BULLEN,PAUL HANCOCK,ETHAN M. ERICKSON,9,2
LE226,NICOLE KUNZE,LORI MCINTOSH LE,PAUL HANCOCK,CAMI PURTSCHERT,MICHELLE MILES,MONTANE C HAMILTON,AARON BULLEN,CHRIS CONDIE,ETHAN M. ERICKSON,9,2
LE227,NICOLE KUNZE,LORI MCINTOSH LE,PAUL HANCOCK,CAMI PURTSCHERT,MICHELLE MILES,MONTANE C HAMILTON,AARON BULLEN,CHRIS CONDIE,ETHAN M. ERICKSON,9,2
LE228,ETHAN M. ERICKSON,MICHELLE MILES,LORI MCINTOSH LE,PAUL HANCOCK,NICOLE KUNZE,CHRIS CONDIE,AARON BULLEN,CAMI PURTSCHERT,MONTANE C HAMILTON,9,2
LE229,MICHELLE MILES,NICOLE KUNZE,PAUL HANCOCK,LORI MCINTOSH LE,CHRIS CONDIE,MONTANE C HAMILTON,AARON BULLEN,ETHAN M. ERICKSON,CAMI PURTSCHERT,9,2
LE230,MICHELLE MILES,AARON BULLEN,NICOLE KUNZE,ETHAN M. ERICKSON,MONTANE C HAMILTON,skipped,skipped,skipped,skipped,9,2
LE231,MONTANE C HAMILTON,CHRIS CONDIE,NICOLE KUNZE,LORI MCINTOSH LE,skipped,skipped,skipped,skipped,skipped,9,2
LE232,MONTANE C HAMILTON,ETHAN M. ERICKSON,PAUL HANCOCK,CHRIS CONDIE,NICOLE KUNZE,skipped,skipped,skipped,skipped,9,2
LE233,PAUL HANCOCK,CHRIS CONDIE,MICHELLE MILES,NICOLE KUNZE,skipped,skipped,skipped,skipped,skipped,9,2
LE234,NICOLE KUNZE,CAMI PURTSCHERT,PAUL HANCOCK,LORI MCINTOSH LE,MICHELLE MILES,AARON BULLEN,CHRIS CONDIE,ETHAN M. ERICKSON,MONTANE C HAMILTON,9,2
LE235,CHRIS CONDIE,PAUL HANCOCK,LORI MCINTOSH LE,AARON BULLEN,NICOLE KUNZE,MONTANE C HAMILTON,CAMI PURTSCHERT,MICHELLE MILES,ETHAN M. ERICKSON,9,2
LE236,NICOLE KUNZE,CAMI PURTSCHERT,AARON BULLEN,CHRIS CONDIE,PAUL HANCOCK,LORI MCINTOSH LE,MONTANE C HAMILTON,ETHAN M. ERICKSON,MICHELLE MILES,9,2
LE237,CHRIS CONDIE,MONTANE C HAMILTON,PAUL HANCOCK,NICOLE KUNZE,MICHELLE MILES,CAMI PURTSCHERT,AARON BULLEN,ETHAN M. ERICKSON,LORI MCINTOSH LE,9,2
LE238,AARON BULLEN,CAMI PURTSCHERT,MICHELLE MILES,NICOLE KUNZE,skipped,skipped,skipped,skipped,skipped,9,2
LE239,CHRIS CONDIE,MONTANE C HAMILTON,MICHELLE MILES,NICOLE KUNZE,PAUL HANCOCK,CAMI PURTSCHERT,ETHAN M. ERICKSON,AARON BULLEN,LORI MCINTOSH LE,9,2
LE240,NICOLE KUNZE,LORI MCINTOSH LE,MONTANE C HAMILTON,PAUL HANCOCK,CHRIS CONDIE,CAMI PURTSCHERT,AARON BULLEN,MICHELLE MILES,ETHAN M. ERICKSON,9,2
LE241,MICHELLE MILES,PAUL HANCOCK,NICOLE KUNZE,LORI MCINTOSH LE,MONTANE C HAMILTON,CHRIS CONDIE,AARON BULLEN,CAMI PURTSCHERT,ETHAN M. ERICKSON,9,2
LE242,CHRIS CONDIE,PAUL HANCOCK,NICOLE KUNZE,LORI MCINTOSH LE,MONTANE C HAMILTON,CAMI PURTSCHERT,ETHAN M. ERICKSON,MICHELLE MILES,AARON BULLEN,9,2
LE243,PAUL HANCOCK,CHRIS CONDIE,MICHELLE MILES,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE244,CHRIS CONDIE,PAUL HANCOCK,MICHELLE MILES,NICOLE KUNZE,skipped,skipped,skipped,skipped,skipped,9,2
LE245,MICHELLE MILES,AARON BULLEN,LORI MCINTOSH LE,MONTANE C HAMILTON,skipped,skipped,skipped,skipped,skipped,9,2
LE246,PAUL HANCOCK,NICOLE KUNZE,CAMI PURTSCHERT,CHRIS CONDIE,LORI MCINTOSH LE,MONTANE C HAMILTON,AARON BULLEN,MICHELLE MILES,ETHAN M. ERICKSON,9,2
LE247,NICOLE KUNZE,CHRIS CONDIE,AARON BULLEN,CAMI PURTSCHERT,PAUL HANCOCK,LORI MCINTOSH LE,MONTANE C HAMILTON,ETHAN M. ERICKSON,MICHELLE MILES,9,2
LE248,LORI MCINTOSH LE,PAUL HANCOCK,CHRIS CONDIE,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE249,MONTANE C HAMILTON,PAUL HANCOCK,CHRIS CONDIE,CAMI PURTSCHERT,LORI MCINTOSH LE,NICOLE KUNZE,MICHELLE MILES,AARON BULLEN,ETHAN M. ERICKSON,9,2
LE250,CHRIS CONDIE,NICOLE KUNZE,PAUL HANCOCK,MONTANE C HAMILTON,CAMI PURTSCHERT,LORI MCINTOSH LE,MICHELLE MILES,AARON BULLEN,ETHAN M. ERICKSON,9,2
LE251,MICHELLE MILES,NICOLE KUNZE,CAMI PURTSCHERT,CHRIS CONDIE,PAUL HANCOCK,MONTANE C HAMILTON,LORI MCINTOSH LE,AARON BULLEN,ETHAN M. ERICKSON,9,2
LE252,CHRIS CONDIE,PAUL HANCOCK,AARON BULLEN,NICOLE KUNZE,LORI MCINTOSH LE,MICHELLE MILES,MONTANE C HAMILTON,CAMI PURTSCHERT,ETHAN M. ERICKSON,9,2
LE253,NICOLE KUNZE,PAUL HANCOCK,CHRIS CONDIE,LORI MCINTOSH LE,MICHELLE MILES,AARON BULLEN,CAMI PURTSCHERT,MONTANE C HAMILTON,ETHAN M. ERICKSON,9,2
LE254,PAUL HANCOCK,LORI MCINTOSH LE,CHRIS CONDIE,NICOLE KUNZE,MICHELLE MILES,AARON BULLEN,MONTANE C HAMILTON,CAMI PURTSCHERT,ETHAN M. ERICKSON,9,2
LE255,LORI MCINTOSH LE,AARON BULLEN,MICHELLE MILES,CAMI PURTSCHERT,NICOLE KUNZE,CHRIS CONDIE,PAUL HANCOCK,MONTANE C HAMILTON,ETHAN M. ERICKSON,9,2
LE256,ETHAN M. ERICKSON,MICHELLE MILES,AARON BULLEN,MONTANE C HAMILTON,CHRIS CONDIE,PAUL HANCOCK,skipped,skipped,skipped,9,2
LE257,CHRIS CONDIE,PAUL HANCOCK,LORI MCINTOSH LE,ETHAN M. ERICKSON,AARON BULLEN,NICOLE KUNZE,MONTANE C HAMILTON,CAMI PURTSCHERT,MICHELLE MILES,9,2
LE258,CAMI PURTSCHERT,NICOLE KUNZE,AARON BULLEN,MICHELLE MILES,PAUL HANCOCK,MONTANE C HAMILTON,LORI MCINTOSH LE,ETHAN M. ERICKSON,CHRIS CONDIE,9,2
LE259,NICOLE KUNZE,CHRIS CONDIE,MICHELLE MILES,PAUL HANCOCK,MONTANE C HAMILTON,LORI MCINTOSH LE,ETHAN M. ERICKSON,CAMI PURTSCHERT,skipped,9,2
LE260,CHRIS CONDIE,PAUL HANCOCK,LORI MCINTOSH LE,MICHELLE MILES,NICOLE KUNZE,AARON BULLEN,MONTANE C HAMILTON,ETHAN M. ERICKSON,CAMI PURTSCHERT,9,2
LE261,NICOLE KUNZE,PAUL HANCOCK,CHRIS CONDIE,LORI MCINTOSH LE,MONTANE C HAMILTON,AARON BULLEN,MICHELLE MILES,CAMI PURTSCHERT,ETHAN M. ERICKSON,9,2
LE262,CHRIS CONDIE,PAUL HANCOCK,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE263,CHRIS CONDIE,PAUL HANCOCK,MICHELLE MILES,NICOLE KUNZE,LORI MCINTOSH LE,AARON BULLEN,MONTANE C HAMILTON,ETHAN M. ERICKSON,CAMI PURTSCHERT,9,2
LE264,CHRIS CONDIE,PAUL HANCOCK,NICOLE KUNZE,ETHAN M. ERICKSON,MICHELLE MILES,skipped,skipped,skipped,skipped,9,2
LE265,ETHAN M. ERICKSON,CHRIS CONDIE,PAUL HANCOCK,LORI MCINTOSH LE,CAMI PURTSCHERT,NICOLE KUNZE,AARON BULLEN,MONTANE C HAMILTON,MICHELLE MILES,9,2
LE266,LORI MCINTOSH LE,MICHELLE MILES,NICOLE KUNZE,CAMI PURTSCHERT,MONTANE C HAMILTON,PAUL HANCOCK,CHRIS CONDIE,AARON BULLEN,ETHAN M. ERICKSON,9,2
LE267,ETHAN M. ERICKSON,CHRIS CONDIE,PAUL HANCOCK,MONTANE C HAMILTON,LORI MCINTOSH LE,AARON BULLEN,MICHELLE MILES,NICOLE KUNZE,CAMI PURTSCHERT,9,2
LE268,MONTANE C HAMILTON,CHRIS CONDIE,AARON BULLEN,ETHAN M. ERICKSON,MICHELLE MILES,CAMI PURTSCHERT,NICOLE KUNZE,LORI MCINTOSH LE,PAUL HANCOCK,9,2
LE269,CAMI PURTSCHERT,ETHAN M. ERICKSON,PAUL HANCOCK,CHRIS CONDIE,skipped,skipped,skipped,skipped,skipped,9,2
LE270,NICOLE KUNZE,LORI MCINTOSH LE,AARON BULLEN,ETHAN M. ERICKSON,CAMI PURTSCHERT,CHRIS CONDIE,MICHELLE MILES,PAUL HANCOCK,MONTANE C HAMILTON,9,2
LE271,CHRIS CONDIE,PAUL HANCOCK,MONTANE C HAMILTON,NICOLE KUNZE,skipped,skipped,skipped,skipped,skipped,9,2
LE272,LORI MCINTOSH LE,NICOLE KUNZE,MICHELLE MILES,AARON BULLEN,CHRIS CONDIE,PAUL HANCOCK,MONTANE C HAMILTON,CAMI PURTSCHERT,ETHAN M. ERICKSON,9,2
LE273,LORI MCINTOSH LE,CAMI PURTSCHERT,PAUL HANCOCK,MONTANE C HAMILTON,NICOLE KUNZE,MICHELLE MILES,AARON BULLEN,CHRIS CONDIE,ETHAN M. ERICKSON,9,2
LE274,LORI MCINTOSH LE,NICOLE KUNZE,PAUL HANCOCK,MICHELLE MILES,MONTANE C HAMILTON,CHRIS CONDIE,AARON BULLEN,CAMI PURTSCHERT,ETHAN M. ERICKSON,9,2
LE275,CHRIS CONDIE,PAUL HANCOCK,MICHELLE MILES,CAMI PURTSCHERT,MONTANE C HAMILTON,LORI MCINTOSH LE,ETHAN M. ERICKSON,AARON BULLEN,NICOLE KUNZE,9,2
LE276,NICOLE KUNZE,MICHELLE MILES,LORI MCINTOSH LE,PAUL HANCOCK,CHRIS CONDIE,AARON BULLEN,CAMI PURTSCHERT,ETHAN M. ERICKSON,MONTANE C HAMILTON,9,2
LE277,CHRIS CONDIE,AARON BULLEN,NICOLE KUNZE,CAMI PURTSCHERT,PAUL HANCOCK,skipped,skipped,skipped,skipped,9,2
LE278,CAMI PURTSCHERT,MONTANE C HAMILTON,ETHAN M. ERICKSON,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE279,LORI MCINTOSH LE,NICOLE KUNZE,AARON BULLEN,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE280,NICOLE KUNZE,CAMI PURTSCHERT,AARON BULLEN,LORI MCINTOSH LE,MICHELLE MILES,CHRIS CONDIE,skipped,skipped,skipped,9,2
LE281,LORI MCINTOSH LE,MICHELLE MILES,CHRIS CONDIE,CAMI PURTSCHERT,PAUL HANCOCK,NICOLE KUNZE,AARON BULLEN,MONTANE C HAMILTON,ETHAN M. ERICKSON,9,2
LE282,CHRIS CONDIE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE283,CHRIS CONDIE,PAUL HANCOCK,CAMI PURTSCHERT,ETHAN M. ERICKSON,NICOLE KUNZE,AARON BULLEN,MICHELLE MILES,MONTANE C HAMILTON,LORI MCINTOSH LE,9,2
LE284,MICHELLE MILES,LORI MCINTOSH LE,CAMI PURTSCHERT,NICOLE KUNZE,CHRIS CONDIE,PAUL HANCOCK,MONTANE C HAMILTON,AARON BULLEN,ETHAN M. ERICKSON,9,2
LE285,CHRIS CONDIE,PAUL HANCOCK,CAMI PURTSCHERT,ETHAN M. ERICKSON,NICOLE KUNZE,AARON BULLEN,MICHELLE MILES,MONTANE C HAMILTON,LORI MCINTOSH LE,9,2
LE286,PAUL HANCOCK,CHRIS CONDIE,NICOLE KUNZE,AARON BULLEN,MONTANE C HAMILTON,ETHAN M. ERICKSON,MICHELLE MILES,skipped,skipped,9,2
LE287,PAUL HANCOCK,LORI MCINTOSH LE,ETHAN M. ERICKSON,NICOLE KUNZE,CAMI PURTSCHERT,MONTANE C HAMILTON,MICHELLE MILES,CHRIS CONDIE,AARON BULLEN,9,2
LE288,PAUL HANCOCK,CHRIS CONDIE,NICOLE KUNZE,LORI MCINTOSH LE,AARON BULLEN,skipped,skipped,skipped,skipped,9,2
LE289,LORI MCINTOSH LE,PAUL HANCOCK,NICOLE KUNZE,MICHELLE MILES,AARON BULLEN,CHRIS CONDIE,MONTANE C HAMILTON,CAMI PURTSCHERT,ETHAN M. ERICKSON,9,2
