VoteType,Venue/VoteSubType,BPNumber,Formality,Type,rank1,rank2,rank3,rank4,rank5,rank6,rank7
Enrolment/NAMAV,Enrolment/NAMAV,24755,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24756,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24757,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24758,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24759,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24760,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24761,Formal,MP,HATCHER Mat,WORTHINGTON Alison,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24762,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24763,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24764,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24765,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24766,Formal,MP,HATCHER Mat,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24767,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24768,Formal,MP,HATCHER Mat,WORTHINGTON Alison,GRACE David,POLLOCK Rob,HARRISON N (Tubby),skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24769,Formal,MP,SMITH Gary,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24770,Formal,MP,SMITH Gary,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24771,Formal,MP,SMITH Gary,GRACE David,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24772,Formal,MP,SMITH Gary,GRACE David,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24773,Formal,MP,SMITH Gary,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24774,Formal,MP,SMITH Gary,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24775,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24776,Formal,MP,POLLOCK Rob,HARRISON N (Tubby),HATCHER Mat,SMITH Gary,STARMER Karyn,WORTHINGTON Alison,GRACE David
Enrolment/NAMAV,Enrolment/NAMAV,24777,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24778,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24779,Formal,MP,POLLOCK Rob,SMITH Gary,HATCHER Mat,HARRISON N (Tubby),WORTHINGTON Alison,STARMER Karyn,GRACE David
Enrolment/NAMAV,Enrolment/NAMAV,24780,Formal,MP,POLLOCK Rob,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24781,Formal,MP,POLLOCK Rob,STARMER Karyn,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24782,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24783,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24784,Formal,MP,POLLOCK Rob,WORTHINGTON Alison,HATCHER Mat,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24785,Formal,MP,POLLOCK Rob,STARMER Karyn,HATCHER Mat,HARRISON N (Tubby),SMITH Gary,WORTHINGTON Alison,GRACE David
Enrolment/NAMAV,Enrolment/NAMAV,24786,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24787,Formal,MP,POLLOCK Rob,HARRISON N (Tubby),STARMER Karyn,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24788,Formal,MP,POLLOCK Rob,STARMER Karyn,HARRISON N (Tubby),SMITH Gary,HATCHER Mat,GRACE David,WORTHINGTON Alison
Enrolment/NAMAV,Enrolment/NAMAV,24789,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24790,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24791,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24792,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24793,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24794,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24795,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24796,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24797,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24798,Formal,MP,POLLOCK Rob,HATCHER Mat,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24799,Formal,MP,POLLOCK Rob,HATCHER Mat,HARRISON N (Tubby),skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24800,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24801,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24802,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24803,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24804,Formal,MP,POLLOCK Rob,HATCHER Mat,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24805,Formal,MP,POLLOCK Rob,HATCHER Mat,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24806,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24807,Formal,MP,POLLOCK Rob,HARRISON N (Tubby),HATCHER Mat,STARMER Karyn,SMITH Gary,WORTHINGTON Alison,GRACE David
Enrolment/NAMAV,Enrolment/NAMAV,24808,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24809,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24810,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24811,Formal,MP,POLLOCK Rob,HARRISON N (Tubby),HATCHER Mat,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24812,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24813,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24814,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24815,Formal,MP,STARMER Karyn,GRACE David,SMITH Gary,HARRISON N (Tubby),HATCHER Mat,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24816,Formal,MP,STARMER Karyn,POLLOCK Rob,HARRISON N (Tubby),HATCHER Mat,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24817,Formal,MP,STARMER Karyn,HARRISON N (Tubby),GRACE David,HATCHER Mat,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24818,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24819,Formal,MP,STARMER Karyn,HATCHER Mat,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24820,Formal,MP,STARMER Karyn,WORTHINGTON Alison,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24821,Formal,MP,STARMER Karyn,WORTHINGTON Alison,GRACE David,SMITH Gary,POLLOCK Rob,HATCHER Mat,HARRISON N (Tubby)
Enrolment/NAMAV,Enrolment/NAMAV,24822,Formal,MP,STARMER Karyn,POLLOCK Rob,HATCHER Mat,HARRISON N (Tubby),SMITH Gary,GRACE David,WORTHINGTON Alison
Enrolment/NAMAV,Enrolment/NAMAV,24823,Formal,MP,STARMER Karyn,HATCHER Mat,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24824,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24825,Formal,MP,STARMER Karyn,HATCHER Mat,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24826,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24827,Formal,MP,STARMER Karyn,GRACE David,SMITH Gary,HARRISON N (Tubby),HATCHER Mat,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24828,Formal,MP,STARMER Karyn,GRACE David,SMITH Gary,HARRISON N (Tubby),HATCHER Mat,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24829,Formal,MP,STARMER Karyn,GRACE David,WORTHINGTON Alison,SMITH Gary,HATCHER Mat,POLLOCK Rob,HARRISON N (Tubby)
Enrolment/NAMAV,Enrolment/NAMAV,24830,Formal,MP,STARMER Karyn,HATCHER Mat,POLLOCK Rob,GRACE David,HARRISON N (Tubby),WORTHINGTON Alison,SMITH Gary
Enrolment/NAMAV,Enrolment/NAMAV,24831,Formal,MP,STARMER Karyn,HATCHER Mat,HARRISON N (Tubby),skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24832,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24833,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24834,Formal,MP,STARMER Karyn,HATCHER Mat,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24835,Formal,MP,STARMER Karyn,GRACE David,WORTHINGTON Alison,HATCHER Mat,SMITH Gary,HARRISON N (Tubby),POLLOCK Rob
Enrolment/NAMAV,Enrolment/NAMAV,24836,Formal,MP,STARMER Karyn,GRACE David,SMITH Gary,HARRISON N (Tubby),HATCHER Mat,WORTHINGTON Alison,POLLOCK Rob
Enrolment/NAMAV,Enrolment/NAMAV,24837,Formal,MP,STARMER Karyn,GRACE David,SMITH Gary,HARRISON N (Tubby),HATCHER Mat,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24838,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24839,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24840,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24841,Formal,MP,STARMER Karyn,GRACE David,SMITH Gary,HARRISON N (Tubby),HATCHER Mat,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24842,Formal,MP,STARMER Karyn,GRACE David,SMITH Gary,HARRISON N (Tubby),HATCHER Mat,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24843,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24844,Formal,MP,STARMER Karyn,GRACE David,SMITH Gary,HARRISON N (Tubby),HATCHER Mat,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24845,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24846,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24847,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24848,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24849,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24850,Formal,MP,STARMER Karyn,GRACE David,SMITH Gary,HARRISON N (Tubby),HATCHER Mat,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24851,Formal,MP,STARMER Karyn,WORTHINGTON Alison,GRACE David,HATCHER Mat,POLLOCK Rob,SMITH Gary,HARRISON N (Tubby)
Enrolment/NAMAV,Enrolment/NAMAV,24852,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24853,Formal,MP,STARMER Karyn,GRACE David,SMITH Gary,HARRISON N (Tubby),HATCHER Mat,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24854,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24855,Formal,MP,STARMER Karyn,HATCHER Mat,POLLOCK Rob,WORTHINGTON Alison,HARRISON N (Tubby),GRACE David,SMITH Gary
Enrolment/NAMAV,Enrolment/NAMAV,24856,Formal,MP,HATCHER Mat,POLLOCK Rob,STARMER Karyn,HARRISON N (Tubby),SMITH Gary,GRACE David,WORTHINGTON Alison
Enrolment/NAMAV,Enrolment/NAMAV,24857,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24858,Formal,MP,HATCHER Mat,STARMER Karyn,HARRISON N (Tubby),skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24859,Formal,MP,HATCHER Mat,HARRISON N (Tubby),GRACE David,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24860,Formal,MP,HATCHER Mat,HARRISON N (Tubby),STARMER Karyn,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24861,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24862,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24863,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24864,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24865,Formal,MP,HATCHER Mat,HARRISON N (Tubby),STARMER Karyn,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24866,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24867,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24868,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24869,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24870,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24871,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24872,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24873,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24874,Formal,MP,HATCHER Mat,GRACE David,WORTHINGTON Alison,STARMER Karyn,POLLOCK Rob,SMITH Gary,HARRISON N (Tubby)
Enrolment/NAMAV,Enrolment/NAMAV,24875,Formal,MP,HATCHER Mat,HARRISON N (Tubby),STARMER Karyn,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24876,Formal,MP,HATCHER Mat,HARRISON N (Tubby),STARMER Karyn,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24877,Formal,MP,HATCHER Mat,WORTHINGTON Alison,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24878,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24879,Formal,MP,HATCHER Mat,HARRISON N (Tubby),STARMER Karyn,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24880,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24881,Formal,MP,HATCHER Mat,WORTHINGTON Alison,STARMER Karyn,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24882,Formal,MP,HATCHER Mat,GRACE David,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24883,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24884,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24885,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24886,Formal,MP,GRACE David,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24887,Formal,MP,GRACE David,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24888,Formal,MP,GRACE David,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24889,Formal,MP,GRACE David,WORTHINGTON Alison,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24890,Formal,MP,GRACE David,WORTHINGTON Alison,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24891,Formal,MP,GRACE David,STARMER Karyn,WORTHINGTON Alison,SMITH Gary,HATCHER Mat,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24892,Formal,MP,GRACE David,HARRISON N (Tubby),STARMER Karyn,POLLOCK Rob,HATCHER Mat,SMITH Gary,WORTHINGTON Alison
Enrolment/NAMAV,Enrolment/NAMAV,24893,Formal,MP,GRACE David,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24894,Formal,MP,GRACE David,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24895,Formal,MP,GRACE David,WORTHINGTON Alison,STARMER Karyn,POLLOCK Rob,HATCHER Mat,SMITH Gary,HARRISON N (Tubby)
Enrolment/NAMAV,Enrolment/NAMAV,24896,Formal,MP,GRACE David,STARMER Karyn,SMITH Gary,WORTHINGTON Alison,HARRISON N (Tubby),HATCHER Mat,POLLOCK Rob
Enrolment/NAMAV,Enrolment/NAMAV,24897,Formal,MP,GRACE David,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24898,Formal,MP,GRACE David,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24899,Formal,MP,GRACE David,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24900,Formal,MP,GRACE David,WORTHINGTON Alison,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24901,Formal,MP,GRACE David,WORTHINGTON Alison,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24902,Formal,MP,GRACE David,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24903,Formal,MP,GRACE David,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24904,Formal,MP,GRACE David,STARMER Karyn,HATCHER Mat,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24905,Formal,MP,GRACE David,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24906,Formal,MP,HATCHER Mat,HARRISON N (Tubby),STARMER Karyn,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24907,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24908,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24909,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24910,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24911,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24912,Formal,MP,HATCHER Mat,HARRISON N (Tubby),SMITH Gary,POLLOCK Rob,STARMER Karyn,GRACE David,WORTHINGTON Alison
Enrolment/NAMAV,Enrolment/NAMAV,24913,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24914,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24915,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24916,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24917,Formal,MP,HATCHER Mat,GRACE David,WORTHINGTON Alison,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24918,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24919,Formal,MP,HATCHER Mat,STARMER Karyn,POLLOCK Rob,SMITH Gary,HARRISON N (Tubby),GRACE David,WORTHINGTON Alison
Enrolment/NAMAV,Enrolment/NAMAV,24920,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24921,Formal,MP,HATCHER Mat,POLLOCK Rob,SMITH Gary,HARRISON N (Tubby),STARMER Karyn,WORTHINGTON Alison,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24922,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24923,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24924,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24925,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24926,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24927,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24928,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24929,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24930,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24931,Formal,MP,HATCHER Mat,STARMER Karyn,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24932,Formal,MP,HATCHER Mat,HARRISON N (Tubby),WORTHINGTON Alison,STARMER Karyn,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24933,Formal,MP,HATCHER Mat,HARRISON N (Tubby),STARMER Karyn,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24934,Formal,MP,HATCHER Mat,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24935,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24936,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24937,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24938,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24939,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24940,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24941,Formal,MP,HATCHER Mat,HARRISON N (Tubby),STARMER Karyn,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,24942,Formal,MP,HATCHER Mat,GRACE David,skipped,skipped,skipped,skipped,skipped
