Cast Vote Record,Precinct,Ballot Style,numCands,numSeats,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,numSeats,numCands
164,Portland Absentee,Ballot Style 4,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.","Washburn, Patricia J.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,1,11
165,Portland Absentee,Ballot Style 1,11,1,"DiMillo, Steven A.","Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Grant, Benjamin K.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,1,11
166,Portland Absentee,Ballot Style 4,11,1,"DiMillo, Steven A.","Bailey, William M.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,skipped,1,11
167,Portland Absentee,Ballot Style 4,11,1,"DiMillo, Steven A.","Bailey, William M.","Emerson, Anthony M.","Grant, Benjamin K.","Houseal, Ian P.","Condrey, Lawson T.","Buxton, Catherine A.",skipped,skipped,1,11
168,Portland Absentee,Ballot Style 3,11,1,"Buxton, Catherine A.","Washburn, Patricia J.","Emerson, Anthony M.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Condrey, Lawson T.",skipped,skipped,1,11
169,Portland Absentee,Ballot Style 3,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","Condrey, Lawson T.","Buxton, Catherine A.","Emerson, Anthony M.","Bailey, William M.","Sheikh-Yousef, Nasreen A.","Houseal, Ian P.","DiMillo, Steven A.",1,11
170,Portland Absentee,Ballot Style 3,11,1,"Grant, Benjamin K.","Chann, Marpheen S.","Houseal, Ian P.","Condrey, Lawson T.","Buxton, Catherine A.","Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","DiMillo, Steven A.",1,11
171,Portland Absentee,Ballot Style 5,11,1,"Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Washburn, Patricia J.","Buxton, Catherine A.","Chann, Marpheen S.","Condrey, Lawson T.",skipped,skipped,skipped,1,11
172,Portland Absentee,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,1,11
174,Portland Absentee,Ballot Style 5,11,1,"Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
175,Portland Absentee,Ballot Style 2,11,1,"DiMillo, Steven A.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
176,Portland Absentee,Ballot Style 5,11,1,"Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.","Buxton, Catherine A.","Condrey, Lawson T.","Emerson, Anthony M.",skipped,skipped,skipped,1,11
177,Portland Absentee,Ballot Style 3,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","Buxton, Catherine A.","Houseal, Ian P.","Condrey, Lawson T.","DiMillo, Steven A.","Emerson, Anthony M.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.",1,11
178,Portland Absentee,Ballot Style 5,11,1,"Chann, Marpheen S.","Bailey, William M.","Grant, Benjamin K.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,1,11
179,Portland Absentee,Ballot Style 4,11,1,"Grant, Benjamin K.","Chann, Marpheen S.","Buxton, Catherine A.","Houseal, Ian P.","Emerson, Anthony M.","Condrey, Lawson T.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.",skipped,1,11
180,Portland Absentee,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Grant, Benjamin K.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,1,11
181,Portland Absentee,Ballot Style 1,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","Emerson, Anthony M.","Condrey, Lawson T.","Buxton, Catherine A.","Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Houseal, Ian P.","DiMillo, Steven A.",1,11
182,Portland Absentee,Ballot Style 1,11,1,"Buxton, Catherine A.","Bailey, William M.","Washburn, Patricia J.","Chann, Marpheen S.","Condrey, Lawson T.","DiMillo, Steven A.","Emerson, Anthony M.","Grant, Benjamin K.","Houseal, Ian P.",1,11
183,Portland Absentee,Ballot Style 5,11,1,"DiMillo, Steven A.","Condrey, Lawson T.","Washburn, Patricia J.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,1,11
184,Portland Absentee,Ballot Style 2,11,1,"DiMillo, Steven A.","Chann, Marpheen S.","Bailey, William M.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,1,11
185,Portland Absentee,Ballot Style 5,11,1,"Chann, Marpheen S.","Washburn, Patricia J.","Buxton, Catherine A.","Grant, Benjamin K.","Condrey, Lawson T.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Houseal, Ian P.","DiMillo, Steven A.",1,11
186,Portland Absentee,Ballot Style 4,11,1,"Chann, Marpheen S.","Bailey, William M.","Houseal, Ian P.","Grant, Benjamin K.","Washburn, Patricia J.","Buxton, Catherine A.","Emerson, Anthony M.","DiMillo, Steven A.",skipped,1,11
187,Portland Absentee,Ballot Style 3,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Chann, Marpheen S.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,1,11
188,Portland Absentee,Ballot Style 4,11,1,"Grant, Benjamin K.","Washburn, Patricia J.","Condrey, Lawson T.","Chann, Marpheen S.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Houseal, Ian P.","Bailey, William M.",1,11
189,Portland Absentee,Ballot Style 2,11,1,"Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.","Washburn, Patricia J.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,1,11
190,Portland Absentee,Ballot Style 3,11,1,"Buxton, Catherine A.","Emerson, Anthony M.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,1,11
191,Portland Absentee,Ballot Style 5,11,1,"DiMillo, Steven A.","Condrey, Lawson T.","Bailey, William M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,1,11
192,Portland Absentee,Ballot Style 4,11,1,"DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
193,Portland Absentee,Ballot Style 2,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,1,11
194,Portland Absentee,Ballot Style 3,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Emerson, Anthony M.","Chann, Marpheen S.","Condrey, Lawson T.","Grant, Benjamin K.",skipped,skipped,1,11
195,Portland Absentee,Ballot Style 5,11,1,"Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,1,11
196,Portland Absentee,Ballot Style 3,11,1,"Chann, Marpheen S.","Buxton, Catherine A.","Washburn, Patricia J.","Condrey, Lawson T.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,1,11
197,Portland Absentee,Ballot Style 4,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","Houseal, Ian P.","Buxton, Catherine A.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,1,11
199,Portland Absentee,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Emerson, Anthony M.","Washburn, Patricia J.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,1,11
200,Portland Absentee,Ballot Style 1,11,1,"Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Chann, Marpheen S.","Emerson, Anthony M.","Condrey, Lawson T.","Grant, Benjamin K.",skipped,skipped,1,11
201,Portland Absentee,Ballot Style 4,11,1,"Buxton, Catherine A.","Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,1,11
202,Portland Absentee,Ballot Style 2,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","DiMillo, Steven A.",skipped,skipped,skipped,skipped,1,11
203,Portland Absentee,Ballot Style 3,11,1,"Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Buxton, Catherine A.","Washburn, Patricia J.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,1,11
204,Portland Absentee,Ballot Style 2,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,1,11
205,Portland Absentee,Ballot Style 3,11,1,"Emerson, Anthony M.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Condrey, Lawson T.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,1,11
206,Portland Absentee,Ballot Style 4,11,1,"DiMillo, Steven A.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,1,11
207,Portland Absentee,Ballot Style 4,11,1,"Emerson, Anthony M.","Washburn, Patricia J.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Houseal, Ian P.","Grant, Benjamin K.","Bailey, William M.","Condrey, Lawson T.","Chann, Marpheen S.",1,11
208,Portland Absentee,Ballot Style 3,11,1,"Chann, Marpheen S.","Emerson, Anthony M.","Sheikh-Yousef, Nasreen A.","Condrey, Lawson T.","Grant, Benjamin K.","Buxton, Catherine A.","Washburn, Patricia J.","DiMillo, Steven A.","Bailey, William M.",1,11
209,Portland Absentee,Ballot Style 4,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Washburn, Patricia J.","Grant, Benjamin K.","Chann, Marpheen S.","Condrey, Lawson T.",skipped,skipped,1,11
210,Portland Absentee,Ballot Style 2,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Emerson, Anthony M.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,1,11
211,Portland Absentee,Ballot Style 4,11,1,"DiMillo, Steven A.","Bailey, William M.","Houseal, Ian P.","Grant, Benjamin K.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,1,11
212,Portland Absentee,Ballot Style 3,11,1,"Chann, Marpheen S.","DiMillo, Steven A.","Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,1,11
213,Portland Absentee,Ballot Style 1,11,1,"Grant, Benjamin K.","Chann, Marpheen S.","Condrey, Lawson T.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,1,11
214,Portland Absentee,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Emerson, Anthony M.","Washburn, Patricia J.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,1,11
215,Portland Absentee,Ballot Style 3,11,1,"Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Washburn, Patricia J.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,1,11
216,Portland Absentee,Ballot Style 1,11,1,"Washburn, Patricia J.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,1,11
217,Portland Absentee,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Emerson, Anthony M.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,1,11
218,Portland Absentee,Ballot Style 5,11,1,"DiMillo, Steven A.","Bailey, William M.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,skipped,1,11
219,Portland Absentee,Ballot Style 2,11,1,"DiMillo, Steven A.","Grant, Benjamin K.","Chann, Marpheen S.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,1,11
220,Portland Absentee,Ballot Style 3,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.","Emerson, Anthony M.","Grant, Benjamin K.","Condrey, Lawson T.","Chann, Marpheen S.",skipped,skipped,1,11
221,Portland Absentee,Ballot Style 3,11,1,"Grant, Benjamin K.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
222,Portland Absentee,Ballot Style 2,11,1,"DiMillo, Steven A.","Bailey, William M.","Houseal, Ian P.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,1,11
223,Portland Absentee,Ballot Style 3,11,1,"Grant, Benjamin K.","Chann, Marpheen S.","DiMillo, Steven A.","Houseal, Ian P.","Condrey, Lawson T.","Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Bailey, William M.",1,11
224,Portland Absentee,Ballot Style 4,11,1,"DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
225,Portland Absentee,Ballot Style 3,11,1,"Chann, Marpheen S.","Houseal, Ian P.","Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Bailey, William M.",skipped,skipped,skipped,skipped,1,11
226,Portland Absentee,Ballot Style 2,11,1,"Grant, Benjamin K.","DiMillo, Steven A.","Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,skipped,1,11
227,Portland Absentee,Ballot Style 3,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","Houseal, Ian P.","Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Condrey, Lawson T.","Emerson, Anthony M.",skipped,1,11
228,Portland Absentee,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Emerson, Anthony M.","Buxton, Catherine A.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,1,11
229,Portland Absentee,Ballot Style 5,11,1,"Chann, Marpheen S.","Houseal, Ian P.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,skipped,1,11
230,Portland Absentee,Ballot Style 4,11,1,"DiMillo, Steven A.","Emerson, Anthony M.","Chann, Marpheen S.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,1,11
232,Portland Absentee,Ballot Style 5,11,1,"DiMillo, Steven A.","Bailey, William M.","Houseal, Ian P.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,1,11
233,Portland Absentee,Ballot Style 2,11,1,"DiMillo, Steven A.","Buxton, Catherine A.","Washburn, Patricia J.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,1,11
234,Portland Absentee,Ballot Style 1,11,1,"DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
235,Portland Absentee,Ballot Style 3,11,1,"DiMillo, Steven A.","Grant, Benjamin K.","Buxton, Catherine A.","Condrey, Lawson T.","Emerson, Anthony M.","Washburn, Patricia J.","Bailey, William M.","Chann, Marpheen S.","Houseal, Ian P.",1,11
236,Portland Absentee,Ballot Style 2,11,1,"Condrey, Lawson T.","Grant, Benjamin K.","Washburn, Patricia J.","Emerson, Anthony M.","Buxton, Catherine A.","Bailey, William M.","Chann, Marpheen S.","DiMillo, Steven A.","Houseal, Ian P.",1,11
237,Portland Absentee,Ballot Style 3,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Emerson, Anthony M.","Condrey, Lawson T.","Houseal, Ian P.","Rovelto, Hope R.",1,11
238,Portland Absentee,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Emerson, Anthony M.","Buxton, Catherine A.","DiMillo, Steven A.",skipped,skipped,skipped,skipped,1,11
240,Portland Absentee,Ballot Style 3,11,1,"DiMillo, Steven A.","Bailey, William M.","Chann, Marpheen S.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,1,11
241,Portland Absentee,Ballot Style 3,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Emerson, Anthony M.","Grant, Benjamin K.","Condrey, Lawson T.",skipped,skipped,skipped,1,11
242,Portland Absentee,Ballot Style 5,11,1,"Houseal, Ian P.","DiMillo, Steven A.","Grant, Benjamin K.","Condrey, Lawson T.","Bailey, William M.","Buxton, Catherine A.","Chann, Marpheen S.","Washburn, Patricia J.","Emerson, Anthony M.",1,11
243,Portland Absentee,Ballot Style 3,11,1,"Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.","Bailey, William M.","Condrey, Lawson T.","DiMillo, Steven A.","Emerson, Anthony M.","Houseal, Ian P.",1,11
244,Portland Absentee,Ballot Style 3,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","Condrey, Lawson T.","Washburn, Patricia J.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,1,11
246,Portland Absentee,Ballot Style 5,11,1,"DiMillo, Steven A.","Bailey, William M.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,1,11
247,Portland Absentee,Ballot Style 3,11,1,"Condrey, Lawson T.","Chann, Marpheen S.","Buxton, Catherine A.","Emerson, Anthony M.","Grant, Benjamin K.","Washburn, Patricia J.","Rovelto, Hope R.","Houseal, Ian P.","Bailey, William M.",1,11
248,Portland Absentee,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Chann, Marpheen S.","Condrey, Lawson T.","Washburn, Patricia J.","Emerson, Anthony M.",skipped,skipped,skipped,1,11
249,Portland Absentee,Ballot Style 1,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Emerson, Anthony M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,1,11
250,Portland Absentee,Ballot Style 5,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Grant, Benjamin K.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,1,11
251,Portland Absentee,Ballot Style 2,11,1,"Bailey, William M.","DiMillo, Steven A.","Grant, Benjamin K.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,1,11
252,Portland Absentee,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Chann, Marpheen S.","Washburn, Patricia J.","Emerson, Anthony M.","Condrey, Lawson T.","Grant, Benjamin K.","Bailey, William M.","DiMillo, Steven A.",1,11
253,Portland Absentee,Ballot Style 3,11,1,"Grant, Benjamin K.","Emerson, Anthony M.","Washburn, Patricia J.","Buxton, Catherine A.","Condrey, Lawson T.","Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.",skipped,skipped,1,11
254,Portland Absentee,Ballot Style 2,11,1,"Washburn, Patricia J.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Condrey, Lawson T.","Emerson, Anthony M.","Chann, Marpheen S.","DiMillo, Steven A.","Houseal, Ian P.",1,11
255,Portland Absentee,Ballot Style 2,11,1,"Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Grant, Benjamin K.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,1,11
256,Portland Absentee,Ballot Style 2,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Chann, Marpheen S.","Condrey, Lawson T.","Washburn, Patricia J.","Grant, Benjamin K.",skipped,skipped,1,11
257,Portland Absentee,Ballot Style 5,11,1,"DiMillo, Steven A.","Grant, Benjamin K.","Buxton, Catherine A.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,1,11
258,Portland Absentee,Ballot Style 5,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Emerson, Anthony M.","Condrey, Lawson T.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,1,11
259,Portland Absentee,Ballot Style 4,11,1,"Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Bailey, William M.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,1,11
260,Portland Absentee,Ballot Style 5,11,1,"Washburn, Patricia J.","Emerson, Anthony M.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Condrey, Lawson T.","Grant, Benjamin K.",skipped,skipped,skipped,1,11
261,Portland Absentee,Ballot Style 2,11,1,"Condrey, Lawson T.","Chann, Marpheen S.","Grant, Benjamin K.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,1,11
262,Portland Absentee,Ballot Style 2,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Grant, Benjamin K.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,1,11
263,Portland Absentee,Ballot Style 2,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,1,11
264,Portland Absentee,Ballot Style 5,11,1,"DiMillo, Steven A.","Bailey, William M.","Chann, Marpheen S.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,1,11
266,Portland Absentee,Ballot Style 1,11,1,"DiMillo, Steven A.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
267,Portland Absentee,Ballot Style 1,11,1,"Grant, Benjamin K.","Condrey, Lawson T.","DiMillo, Steven A.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,1,11
268,Portland Absentee,Ballot Style 2,11,1,"Bailey, William M.","DiMillo, Steven A.","Grant, Benjamin K.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,1,11
269,Portland Absentee,Ballot Style 3,11,1,"Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Emerson, Anthony M.","Washburn, Patricia J.","Grant, Benjamin K.",skipped,skipped,skipped,1,11
270,Portland Absentee,Ballot Style 3,11,1,"Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Condrey, Lawson T.","Houseal, Ian P.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,1,11
271,Portland Absentee,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
272,Portland Absentee,Ballot Style 3,11,1,"Chann, Marpheen S.","Buxton, Catherine A.","Washburn, Patricia J.","Condrey, Lawson T.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,1,11
273,Portland Absentee,Ballot Style 5,11,1,"Bailey, William M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
274,Portland Absentee,Ballot Style 3,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,skipped,1,11
275,Portland Absentee,Ballot Style 2,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.","Emerson, Anthony M.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,1,11
