Ballot Style,Cast Vote Record,Precinct,rank1,rank2,rank3,rank4,numSeats,numCands
"Eastpointe, Pct 8",84797,"Eastpointe, Pct 8",Sylvia L. Moore,Michael Jones,Shenita Lloyd,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 8",84798,"Eastpointe, Pct 8",Rob Baker,Michael Jones,Cardi DeMonaco Jr.,skipped,2,6
"Eastpointe, Pct 8",84799,"Eastpointe, Pct 8",Sylvia L. Moore,skipped,skipped,skipped,2,6
"Eastpointe, Pct 8",84801,"Eastpointe, Pct 8",Tonia Gladney,skipped,skipped,skipped,2,6
"Eastpointe, Pct 8",84802,"Eastpointe, Pct 8",Shenita Lloyd,Rob Baker,Michael Jones,Sylvia L. Moore,2,6
"Eastpointe, Pct 8",84803,"Eastpointe, Pct 8",Shenita Lloyd,Michael Jones,Sylvia L. Moore,Tonia Gladney,2,6
"Eastpointe, Pct 8",84804,"Eastpointe, Pct 8",Sylvia L. Moore,Michael Jones,Rob Baker,Tonia Gladney,2,6
"Eastpointe, Pct 8",84805,"Eastpointe, Pct 8",Shenita Lloyd,Cardi DeMonaco Jr.,Rob Baker,Sylvia L. Moore,2,6
"Eastpointe, Pct 8",84806,"Eastpointe, Pct 8",Shenita Lloyd,Cardi DeMonaco Jr.,skipped,skipped,2,6
"Eastpointe, Pct 8",84807,"Eastpointe, Pct 8",Cardi DeMonaco Jr.,Rob Baker,Sylvia L. Moore,Tonia Gladney,2,6
"Eastpointe, Pct 8",84808,"Eastpointe, Pct 8",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 8",84809,"Eastpointe, Pct 8",Tonia Gladney,Shenita Lloyd,Michael Jones,Sylvia L. Moore,2,6
"Eastpointe, Pct 8",84810,"Eastpointe, Pct 8",Shenita Lloyd,Michael Jones,skipped,skipped,2,6
"Eastpointe, Pct 8",84811,"Eastpointe, Pct 8",Sylvia L. Moore,Michael Jones,Rob Baker,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 8",84812,"Eastpointe, Pct 8",Rob Baker,skipped,skipped,skipped,2,6
"Eastpointe, Pct 7",84813,"Eastpointe, Pct 7",Michael Jones,Shenita Lloyd,skipped,skipped,2,6
"Eastpointe, Pct 7",84814,"Eastpointe, Pct 7",Rob Baker,Cardi DeMonaco Jr.,Shenita Lloyd,Sylvia L. Moore,2,6
"Eastpointe, Pct 7",84815,"Eastpointe, Pct 7",Sylvia L. Moore,Rob Baker,Michael Jones,Tonia Gladney,2,6
"Eastpointe, Pct 7",84816,"Eastpointe, Pct 7",Cardi DeMonaco Jr.,Sylvia L. Moore,Rob Baker,Michael Jones,2,6
"Eastpointe, Pct 7",84817,"Eastpointe, Pct 7",Rob Baker,Shenita Lloyd,Cardi DeMonaco Jr.,Sylvia L. Moore,2,6
"Eastpointe, Pct 7",84818,"Eastpointe, Pct 7",Sylvia L. Moore,Shenita Lloyd,Tonia Gladney,Michael Jones,2,6
"Eastpointe, Pct 7",84819,"Eastpointe, Pct 7",Rob Baker,Cardi DeMonaco Jr.,skipped,skipped,2,6
"Eastpointe, Pct 7",84820,"Eastpointe, Pct 7",Shenita Lloyd,Michael Jones,Sylvia L. Moore,Tonia Gladney,2,6
"Eastpointe, Pct 7",84821,"Eastpointe, Pct 7",Rob Baker,Shenita Lloyd,Michael Jones,Tonia Gladney,2,6
"Eastpointe, Pct 7",84822,"Eastpointe, Pct 7",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 7",84823,"Eastpointe, Pct 7",Shenita Lloyd,skipped,skipped,skipped,2,6
"Eastpointe, Pct 7",84824,"Eastpointe, Pct 7",Sylvia L. Moore,Shenita Lloyd,Tonia Gladney,Michael Jones,2,6
"Eastpointe, Pct 7",84825,"Eastpointe, Pct 7",Rob Baker,skipped,skipped,skipped,2,6
"Eastpointe, Pct 7",84826,"Eastpointe, Pct 7",Shenita Lloyd,Michael Jones,Rob Baker,Tonia Gladney,2,6
"Eastpointe, Pct 7",84827,"Eastpointe, Pct 7",Shenita Lloyd,Michael Jones,Sylvia L. Moore,Tonia Gladney,2,6
"Eastpointe, Pct 7",84828,"Eastpointe, Pct 7",Cardi DeMonaco Jr.,Michael Jones,Sylvia L. Moore,Rob Baker,2,6
"Eastpointe, Pct 7",84829,"Eastpointe, Pct 7",Shenita Lloyd,Michael Jones,skipped,skipped,2,6
"Eastpointe, Pct 7",84830,"Eastpointe, Pct 7",Rob Baker,Cardi DeMonaco Jr.,Sylvia L. Moore,Shenita Lloyd,2,6
"Eastpointe, Pct 7",84831,"Eastpointe, Pct 7",Rob Baker,Cardi DeMonaco Jr.,Shenita Lloyd,Sylvia L. Moore,2,6
"Eastpointe, Pct 7",84832,"Eastpointe, Pct 7",Rob Baker,Cardi DeMonaco Jr.,skipped,skipped,2,6
"Eastpointe, Pct 7",84833,"Eastpointe, Pct 7",Shenita Lloyd,Cardi DeMonaco Jr.,Michael Jones,Tonia Gladney,2,6
"Eastpointe, Pct 7",84834,"Eastpointe, Pct 7",Shenita Lloyd,Sylvia L. Moore,Tonia Gladney,Rob Baker,2,6
"Eastpointe, Pct 7",84835,"Eastpointe, Pct 7",Rob Baker,Shenita Lloyd,Michael Jones,Sylvia L. Moore,2,6
"Eastpointe, Pct 7",84836,"Eastpointe, Pct 7",Tonia Gladney,skipped,skipped,skipped,2,6
"Eastpointe, Pct 7",84837,"Eastpointe, Pct 7",Shenita Lloyd,Rob Baker,Sylvia L. Moore,skipped,2,6
"Eastpointe, Pct 7",84838,"Eastpointe, Pct 7",Cardi DeMonaco Jr.,Rob Baker,Michael Jones,Sylvia L. Moore,2,6
"Eastpointe, Pct 7",84839,"Eastpointe, Pct 7",Rob Baker,Cardi DeMonaco Jr.,Shenita Lloyd,Tonia Gladney,2,6
"Eastpointe, Pct 7",84840,"Eastpointe, Pct 7",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 7",84841,"Eastpointe, Pct 7",Shenita Lloyd,Michael Jones,Sylvia L. Moore,Tonia Gladney,2,6
"Eastpointe, Pct 7",84842,"Eastpointe, Pct 7",Cardi DeMonaco Jr.,Rob Baker,Michael Jones,skipped,2,6
"Eastpointe, Pct 7",84843,"Eastpointe, Pct 7",Rob Baker,Cardi DeMonaco Jr.,Sylvia L. Moore,Shenita Lloyd,2,6
"Eastpointe, Pct 7",84844,"Eastpointe, Pct 7",Rob Baker,Cardi DeMonaco Jr.,Tonia Gladney,Michael Jones,2,6
"Eastpointe, Pct 7",84845,"Eastpointe, Pct 7",Shenita Lloyd,Michael Jones,skipped,skipped,2,6
"Eastpointe, Pct 7",84846,"Eastpointe, Pct 7",Rob Baker,Cardi DeMonaco Jr.,skipped,skipped,2,6
"Eastpointe, Pct 7",84847,"Eastpointe, Pct 7",Shenita Lloyd,Michael Jones,skipped,skipped,2,6
"Eastpointe, Pct 7",84848,"Eastpointe, Pct 7",Cardi DeMonaco Jr.,Rob Baker,Tonia Gladney,Michael Jones,2,6
"Eastpointe, Pct 7",84849,"Eastpointe, Pct 7",Cardi DeMonaco Jr.,Shenita Lloyd,Rob Baker,skipped,2,6
"Eastpointe, Pct 7",84850,"Eastpointe, Pct 7",Cardi DeMonaco Jr.,Shenita Lloyd,Michael Jones,Rob Baker,2,6
"Eastpointe, Pct 7",84851,"Eastpointe, Pct 7",Cardi DeMonaco Jr.,Rob Baker,Sylvia L. Moore,Tonia Gladney,2,6
"Eastpointe, Pct 7",84852,"Eastpointe, Pct 7",Shenita Lloyd,Michael Jones,skipped,skipped,2,6
"Eastpointe, Pct 7",84853,"Eastpointe, Pct 7",Cardi DeMonaco Jr.,Tonia Gladney,Rob Baker,Michael Jones,2,6
"Eastpointe, Pct 7",84854,"Eastpointe, Pct 7",Shenita Lloyd,Michael Jones,skipped,skipped,2,6
"Eastpointe, Pct 7",84855,"Eastpointe, Pct 7",Shenita Lloyd,Cardi DeMonaco Jr.,Michael Jones,skipped,2,6
"Eastpointe, Pct 7",84856,"Eastpointe, Pct 7",Cardi DeMonaco Jr.,Michael Jones,skipped,skipped,2,6
"Eastpointe, Pct 7",84857,"Eastpointe, Pct 7",Shenita Lloyd,Sylvia L. Moore,Tonia Gladney,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 7",84858,"Eastpointe, Pct 7",Cardi DeMonaco Jr.,Tonia Gladney,Sylvia L. Moore,skipped,2,6
"Eastpointe, Pct 7",84859,"Eastpointe, Pct 7",Rob Baker,Cardi DeMonaco Jr.,Michael Jones,Sylvia L. Moore,2,6
"Eastpointe, Pct 7",84860,"Eastpointe, Pct 7",Sylvia L. Moore,Rob Baker,Tonia Gladney,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 7",84861,"Eastpointe, Pct 7",Michael Jones,Shenita Lloyd,Cardi DeMonaco Jr.,skipped,2,6
"Eastpointe, Pct 7",84862,"Eastpointe, Pct 7",Rob Baker,Michael Jones,skipped,skipped,2,6
"Eastpointe, Pct 7",84863,"Eastpointe, Pct 7",Shenita Lloyd,skipped,skipped,skipped,2,6
"Eastpointe, Pct 7",84864,"Eastpointe, Pct 7",Shenita Lloyd,Tonia Gladney,Cardi DeMonaco Jr.,Sylvia L. Moore,2,6
"Eastpointe, Pct 7",84865,"Eastpointe, Pct 7",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 7",84866,"Eastpointe, Pct 7",Rob Baker,Michael Jones,Tonia Gladney,Shenita Lloyd,2,6
"Eastpointe, Pct 7",84867,"Eastpointe, Pct 7",Cardi DeMonaco Jr.,Tonia Gladney,Rob Baker,Shenita Lloyd,2,6
"Eastpointe, Pct 7",84869,"Eastpointe, Pct 7",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 7",84870,"Eastpointe, Pct 7",Shenita Lloyd,skipped,skipped,skipped,2,6
"Eastpointe, Pct 7",84871,"Eastpointe, Pct 7",Sylvia L. Moore,Shenita Lloyd,Tonia Gladney,Michael Jones,2,6
"Eastpointe, Pct 7",84872,"Eastpointe, Pct 7",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 7",84873,"Eastpointe, Pct 7",Shenita Lloyd,Michael Jones,Rob Baker,Tonia Gladney,2,6
"Eastpointe, Pct 7",84874,"Eastpointe, Pct 7",Sylvia L. Moore,Rob Baker,Cardi DeMonaco Jr.,skipped,2,6
"Eastpointe, Pct 7",84875,"Eastpointe, Pct 7",Cardi DeMonaco Jr.,Rob Baker,Shenita Lloyd,Sylvia L. Moore,2,6
"Eastpointe, Pct 7",84876,"Eastpointe, Pct 7",Rob Baker,Cardi DeMonaco Jr.,skipped,skipped,2,6
"Eastpointe, Pct 6",84877,"Eastpointe, Pct 6",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 6",84878,"Eastpointe, Pct 6",Rob Baker,Michael Jones,Cardi DeMonaco Jr.,skipped,2,6
"Eastpointe, Pct 6",84879,"Eastpointe, Pct 6",Shenita Lloyd,Michael Jones,Tonia Gladney,Rob Baker,2,6
"Eastpointe, Pct 6",84880,"Eastpointe, Pct 6",Cardi DeMonaco Jr.,Rob Baker,Sylvia L. Moore,Michael Jones,2,6
"Eastpointe, Pct 6",84881,"Eastpointe, Pct 6",Rob Baker,Shenita Lloyd,Michael Jones,skipped,2,6
"Eastpointe, Pct 6",84882,"Eastpointe, Pct 6",Shenita Lloyd,Michael Jones,Rob Baker,Tonia Gladney,2,6
"Eastpointe, Pct 6",84883,"Eastpointe, Pct 6",Michael Jones,Cardi DeMonaco Jr.,Shenita Lloyd,skipped,2,6
"Eastpointe, Pct 6",84884,"Eastpointe, Pct 6",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 6",84885,"Eastpointe, Pct 6",Rob Baker,Tonia Gladney,Michael Jones,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 6",84886,"Eastpointe, Pct 6",Shenita Lloyd,Michael Jones,Rob Baker,Sylvia L. Moore,2,6
"Eastpointe, Pct 6",84887,"Eastpointe, Pct 6",Shenita Lloyd,Michael Jones,Cardi DeMonaco Jr.,skipped,2,6
"Eastpointe, Pct 6",84888,"Eastpointe, Pct 6",Tonia Gladney,Sylvia L. Moore,skipped,skipped,2,6
"Eastpointe, Pct 6",84889,"Eastpointe, Pct 6",Sylvia L. Moore,Rob Baker,Shenita Lloyd,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 6",84890,"Eastpointe, Pct 6",Cardi DeMonaco Jr.,Rob Baker,Shenita Lloyd,Tonia Gladney,2,6
"Eastpointe, Pct 6",84891,"Eastpointe, Pct 6",Rob Baker,Michael Jones,Shenita Lloyd,Tonia Gladney,2,6
"Eastpointe, Pct 6",84892,"Eastpointe, Pct 6",Rob Baker,Cardi DeMonaco Jr.,skipped,skipped,2,6
"Eastpointe, Pct 6",84893,"Eastpointe, Pct 6",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 6",84894,"Eastpointe, Pct 6",Sylvia L. Moore,Tonia Gladney,Shenita Lloyd,skipped,2,6
"Eastpointe, Pct 6",84895,"Eastpointe, Pct 6",Rob Baker,Shenita Lloyd,skipped,skipped,2,6
"Eastpointe, Pct 6",84896,"Eastpointe, Pct 6",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 6",84897,"Eastpointe, Pct 6",Cardi DeMonaco Jr.,Rob Baker,Shenita Lloyd,Michael Jones,2,6
"Eastpointe, Pct 6",84898,"Eastpointe, Pct 6",Cardi DeMonaco Jr.,Michael Jones,Rob Baker,Shenita Lloyd,2,6
"Eastpointe, Pct 6",84899,"Eastpointe, Pct 6",Rob Baker,Sylvia L. Moore,Cardi DeMonaco Jr.,Tonia Gladney,2,6
"Eastpointe, Pct 6",84900,"Eastpointe, Pct 6",Tonia Gladney,Sylvia L. Moore,skipped,skipped,2,6
"Eastpointe, Pct 6",84901,"Eastpointe, Pct 6",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 6",84902,"Eastpointe, Pct 6",Rob Baker,Michael Jones,Cardi DeMonaco Jr.,Sylvia L. Moore,2,6
"Eastpointe, Pct 6",84903,"Eastpointe, Pct 6",Cardi DeMonaco Jr.,Rob Baker,Michael Jones,Sylvia L. Moore,2,6
"Eastpointe, Pct 6",84904,"Eastpointe, Pct 6",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 6",84905,"Eastpointe, Pct 6",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 6",84906,"Eastpointe, Pct 6",Cardi DeMonaco Jr.,Tonia Gladney,Shenita Lloyd,Sylvia L. Moore,2,6
"Eastpointe, Pct 6",84907,"Eastpointe, Pct 6",Sylvia L. Moore,Tonia Gladney,Shenita Lloyd,Michael Jones,2,6
"Eastpointe, Pct 6",84908,"Eastpointe, Pct 6",Rob Baker,skipped,skipped,skipped,2,6
"Eastpointe, Pct 6",84909,"Eastpointe, Pct 6",Michael Jones,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 6",84910,"Eastpointe, Pct 6",Rob Baker,skipped,skipped,skipped,2,6
"Eastpointe, Pct 6",84911,"Eastpointe, Pct 6",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 6",84912,"Eastpointe, Pct 6",Rob Baker,skipped,skipped,skipped,2,6
"Eastpointe, Pct 6",84913,"Eastpointe, Pct 6",Tonia Gladney,Shenita Lloyd,skipped,skipped,2,6
"Eastpointe, Pct 6",84914,"Eastpointe, Pct 6",Shenita Lloyd,Michael Jones,Cardi DeMonaco Jr.,Rob Baker,2,6
"Eastpointe, Pct 6",84915,"Eastpointe, Pct 6",Michael Jones,Rob Baker,Sylvia L. Moore,Shenita Lloyd,2,6
"Eastpointe, Pct 6",84916,"Eastpointe, Pct 6",Tonia Gladney,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 6",84917,"Eastpointe, Pct 6",Rob Baker,Michael Jones,skipped,skipped,2,6
"Eastpointe, Pct 6",84918,"Eastpointe, Pct 6",Rob Baker,Shenita Lloyd,skipped,skipped,2,6
"Eastpointe, Pct 6",84919,"Eastpointe, Pct 6",Rob Baker,Sylvia L. Moore,Tonia Gladney,Shenita Lloyd,2,6
"Eastpointe, Pct 6",84920,"Eastpointe, Pct 6",Rob Baker,Cardi DeMonaco Jr.,skipped,skipped,2,6
"Eastpointe, Pct 6",84921,"Eastpointe, Pct 6",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 6",84922,"Eastpointe, Pct 6",Rob Baker,Cardi DeMonaco Jr.,Michael Jones,Shenita Lloyd,2,6
"Eastpointe, Pct 6",84923,"Eastpointe, Pct 6",Shenita Lloyd,Rob Baker,Cardi DeMonaco Jr.,Sylvia L. Moore,2,6
"Eastpointe, Pct 6",84924,"Eastpointe, Pct 6",Rob Baker,Cardi DeMonaco Jr.,skipped,skipped,2,6
"Eastpointe, Pct 6",84925,"Eastpointe, Pct 6",Cardi DeMonaco Jr.,Rob Baker,Michael Jones,Tonia Gladney,2,6
"Eastpointe, Pct 6",84926,"Eastpointe, Pct 6",Rob Baker,Cardi DeMonaco Jr.,skipped,skipped,2,6
"Eastpointe, Pct 6",84927,"Eastpointe, Pct 6",Rob Baker,Michael Jones,Shenita Lloyd,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 6",84928,"Eastpointe, Pct 6",Cardi DeMonaco Jr.,Michael Jones,Rob Baker,Sylvia L. Moore,2,6
"Eastpointe, Pct 6",84929,"Eastpointe, Pct 6",Sylvia L. Moore,Tonia Gladney,Shenita Lloyd,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 6",84930,"Eastpointe, Pct 6",Sylvia L. Moore,Michael Jones,Tonia Gladney,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 6",84931,"Eastpointe, Pct 6",Rob Baker,Michael Jones,skipped,skipped,2,6
"Eastpointe, Pct 6",84932,"Eastpointe, Pct 6",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 6",84933,"Eastpointe, Pct 6",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 6",84934,"Eastpointe, Pct 6",Rob Baker,Cardi DeMonaco Jr.,skipped,skipped,2,6
"Eastpointe, Pct 6",84935,"Eastpointe, Pct 6",Rob Baker,Tonia Gladney,Cardi DeMonaco Jr.,skipped,2,6
"Eastpointe, Pct 6",84936,"Eastpointe, Pct 6",Shenita Lloyd,Rob Baker,Tonia Gladney,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 6",84937,"Eastpointe, Pct 6",Rob Baker,Cardi DeMonaco Jr.,skipped,skipped,2,6
"Eastpointe, Pct 6",84938,"Eastpointe, Pct 6",Tonia Gladney,Shenita Lloyd,Sylvia L. Moore,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 6",84939,"Eastpointe, Pct 6",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 6",84940,"Eastpointe, Pct 6",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 6",84941,"Eastpointe, Pct 6",Rob Baker,Shenita Lloyd,Sylvia L. Moore,Michael Jones,2,6
"Eastpointe, Pct 6",84942,"Eastpointe, Pct 6",Rob Baker,Cardi DeMonaco Jr.,skipped,skipped,2,6
"Eastpointe, Pct 6",84943,"Eastpointe, Pct 6",Cardi DeMonaco Jr.,Sylvia L. Moore,Tonia Gladney,Michael Jones,2,6
"Eastpointe, Pct 6",84944,"Eastpointe, Pct 6",Cardi DeMonaco Jr.,Michael Jones,Rob Baker,skipped,2,6
"Eastpointe, Pct 6",84945,"Eastpointe, Pct 6",Rob Baker,Cardi DeMonaco Jr.,skipped,skipped,2,6
"Eastpointe, Pct 6",84946,"Eastpointe, Pct 6",Shenita Lloyd,Michael Jones,Tonia Gladney,Sylvia L. Moore,2,6
"Eastpointe, Pct 6",84947,"Eastpointe, Pct 6",Cardi DeMonaco Jr.,Sylvia L. Moore,Tonia Gladney,Shenita Lloyd,2,6
"Eastpointe, Pct 6",84948,"Eastpointe, Pct 6",Sylvia L. Moore,Rob Baker,Shenita Lloyd,Michael Jones,2,6
"Eastpointe, Pct 6",84949,"Eastpointe, Pct 6",Michael Jones,Sylvia L. Moore,Tonia Gladney,skipped,2,6
"Eastpointe, Pct 6",84950,"Eastpointe, Pct 6",Michael Jones,Shenita Lloyd,skipped,skipped,2,6
"Eastpointe, Pct 6",84951,"Eastpointe, Pct 6",Sylvia L. Moore,Rob Baker,Michael Jones,Shenita Lloyd,2,6
"Eastpointe, Pct 6",84952,"Eastpointe, Pct 6",Shenita Lloyd,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 6",84953,"Eastpointe, Pct 6",Cardi DeMonaco Jr.,Rob Baker,Sylvia L. Moore,Tonia Gladney,2,6
"Eastpointe, Pct 6",84954,"Eastpointe, Pct 6",Cardi DeMonaco Jr.,Rob Baker,Michael Jones,Shenita Lloyd,2,6
"Eastpointe, Pct 6",84955,"Eastpointe, Pct 6",Rob Baker,Cardi DeMonaco Jr.,skipped,skipped,2,6
"Eastpointe, Pct 6",84956,"Eastpointe, Pct 6",Tonia Gladney,Sylvia L. Moore,skipped,skipped,2,6
"Eastpointe, Pct 6",84957,"Eastpointe, Pct 6",Cardi DeMonaco Jr.,Michael Jones,Rob Baker,skipped,2,6
"Eastpointe, Pct 6",84958,"Eastpointe, Pct 6",Cardi DeMonaco Jr.,Michael Jones,skipped,skipped,2,6
"Eastpointe, Pct 6",84959,"Eastpointe, Pct 6",Michael Jones,Shenita Lloyd,Tonia Gladney,Sylvia L. Moore,2,6
"Eastpointe, Pct 6",84960,"Eastpointe, Pct 6",Shenita Lloyd,Rob Baker,Michael Jones,skipped,2,6
"Eastpointe, Pct 6",84961,"Eastpointe, Pct 6",Cardi DeMonaco Jr.,Tonia Gladney,Shenita Lloyd,Rob Baker,2,6
"Eastpointe, Pct 6",84962,"Eastpointe, Pct 6",Shenita Lloyd,Michael Jones,skipped,skipped,2,6
"Eastpointe, Pct 6",84963,"Eastpointe, Pct 6",Sylvia L. Moore,Shenita Lloyd,Cardi DeMonaco Jr.,skipped,2,6
"Eastpointe, Pct 6",84964,"Eastpointe, Pct 6",Tonia Gladney,Sylvia L. Moore,Cardi DeMonaco Jr.,Shenita Lloyd,2,6
"Eastpointe, Pct 6",84965,"Eastpointe, Pct 6",Shenita Lloyd,Rob Baker,Michael Jones,Sylvia L. Moore,2,6
"Eastpointe, Pct 6",84966,"Eastpointe, Pct 6",Rob Baker,Cardi DeMonaco Jr.,skipped,skipped,2,6
"Eastpointe, Pct 6",84967,"Eastpointe, Pct 6",Michael Jones,Shenita Lloyd,Tonia Gladney,Rob Baker,2,6
"Eastpointe, Pct 6",84968,"Eastpointe, Pct 6",Shenita Lloyd,Michael Jones,skipped,skipped,2,6
"Eastpointe, Pct 5",84969,"Eastpointe, Pct 5",Shenita Lloyd,Michael Jones,Sylvia L. Moore,skipped,2,6
"Eastpointe, Pct 5",84970,"Eastpointe, Pct 5",Cardi DeMonaco Jr.,Tonia Gladney,Sylvia L. Moore,Shenita Lloyd,2,6
"Eastpointe, Pct 5",84971,"Eastpointe, Pct 5",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 5",84972,"Eastpointe, Pct 5",Cardi DeMonaco Jr.,Rob Baker,Michael Jones,Sylvia L. Moore,2,6
"Eastpointe, Pct 5",84974,"Eastpointe, Pct 5",Shenita Lloyd,Cardi DeMonaco Jr.,Tonia Gladney,skipped,2,6
"Eastpointe, Pct 5",84976,"Eastpointe, Pct 5",Cardi DeMonaco Jr.,Rob Baker,Tonia Gladney,Sylvia L. Moore,2,6
"Eastpointe, Pct 5",84977,"Eastpointe, Pct 5",Rob Baker,Cardi DeMonaco Jr.,Tonia Gladney,Sylvia L. Moore,2,6
"Eastpointe, Pct 5",84978,"Eastpointe, Pct 5",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 5",84979,"Eastpointe, Pct 5",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 5",84980,"Eastpointe, Pct 5",Michael Jones,Shenita Lloyd,Cardi DeMonaco Jr.,skipped,2,6
"Eastpointe, Pct 5",84981,"Eastpointe, Pct 5",Rob Baker,Cardi DeMonaco Jr.,skipped,skipped,2,6
"Eastpointe, Pct 5",84982,"Eastpointe, Pct 5",Shenita Lloyd,Cardi DeMonaco Jr.,Tonia Gladney,Sylvia L. Moore,2,6
"Eastpointe, Pct 5",84983,"Eastpointe, Pct 5",Rob Baker,skipped,skipped,skipped,2,6
"Eastpointe, Pct 5",84984,"Eastpointe, Pct 5",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 5",84985,"Eastpointe, Pct 5",Tonia Gladney,Rob Baker,Cardi DeMonaco Jr.,Sylvia L. Moore,2,6
"Eastpointe, Pct 5",84986,"Eastpointe, Pct 5",Cardi DeMonaco Jr.,Tonia Gladney,Shenita Lloyd,Sylvia L. Moore,2,6
"Eastpointe, Pct 5",84987,"Eastpointe, Pct 5",Rob Baker,Sylvia L. Moore,Tonia Gladney,Michael Jones,2,6
"Eastpointe, Pct 5",84988,"Eastpointe, Pct 5",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 5",84989,"Eastpointe, Pct 5",Cardi DeMonaco Jr.,Shenita Lloyd,Michael Jones,Rob Baker,2,6
"Eastpointe, Pct 5",84990,"Eastpointe, Pct 5",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 5",84991,"Eastpointe, Pct 5",Cardi DeMonaco Jr.,Michael Jones,Sylvia L. Moore,Shenita Lloyd,2,6
"Eastpointe, Pct 5",84992,"Eastpointe, Pct 5",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 5",84993,"Eastpointe, Pct 5",Cardi DeMonaco Jr.,Sylvia L. Moore,Tonia Gladney,Rob Baker,2,6
"Eastpointe, Pct 5",84994,"Eastpointe, Pct 5",Shenita Lloyd,Sylvia L. Moore,Rob Baker,Michael Jones,2,6
"Eastpointe, Pct 5",84995,"Eastpointe, Pct 5",Cardi DeMonaco Jr.,Rob Baker,Michael Jones,Tonia Gladney,2,6
"Eastpointe, Pct 5",84997,"Eastpointe, Pct 5",Shenita Lloyd,Michael Jones,Rob Baker,Tonia Gladney,2,6
"Eastpointe, Pct 5",84998,"Eastpointe, Pct 5",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 5",84999,"Eastpointe, Pct 5",Cardi DeMonaco Jr.,Tonia Gladney,Sylvia L. Moore,Shenita Lloyd,2,6
"Eastpointe, Pct 5",85000,"Eastpointe, Pct 5",Rob Baker,Cardi DeMonaco Jr.,skipped,skipped,2,6
"Eastpointe, Pct 5",85001,"Eastpointe, Pct 5",Shenita Lloyd,Michael Jones,Cardi DeMonaco Jr.,Sylvia L. Moore,2,6
"Eastpointe, Pct 5",85002,"Eastpointe, Pct 5",Shenita Lloyd,Cardi DeMonaco Jr.,Michael Jones,Sylvia L. Moore,2,6
"Eastpointe, Pct 5",85003,"Eastpointe, Pct 5",Cardi DeMonaco Jr.,Rob Baker,Tonia Gladney,skipped,2,6
